column_count,columns_sample,error,exists,row_count,table_name
,,"Catalog Error: Table with name imaging_fna_linkage_v2 does not exist!
Did you mean ""imaging_fna_linkage_v3""?

LINE 1: SELECT COUNT(*) FROM imaging_fna_linkage_v2
                             ^",False,,imaging_fna_linkage_v2
10,"research_id,research_id,fna_episode_id,fna_episode_id,molecular_episode_id,molecular_episode_id,linkage_confidence,linkage_confidence,day_gap,day_gap",,True,0,fna_molecular_linkage_v2
32,"research_id,research_id,fna_episode_id,fna_episode_id,molecular_episode_id,molecular_episode_id,fna_date_native,fna_date_native,test_date_native,test_date_native,day_gap,day_gap,abs_gap,abs_gap,laterality,laterality,platform,platform,n_candidates,n_candidates,linkage_score,linkage_score,score_rank,score_rank,linkage_confidence_tier,linkage_confidence_tier,linkage_reason_summary,linkage_reason_summary,analysis_eligible_link_flag,analysis_eligible_link_flag,score_rank_1,score_rank_1",,True,708,fna_molecular_linkage_v3
12,"research_id,research_id,preop_type,preop_type,preop_episode_id,preop_episode_id,surgery_episode_id,surgery_episode_id,linkage_confidence,linkage_confidence,day_gap,day_gap",,True,0,preop_surgery_linkage_v2
34,"research_id,research_id,preop_episode_id,preop_episode_id,preop_type,preop_type,surgery_episode_id,surgery_episode_id,preop_date,preop_date,surgery_date,surgery_date,day_gap,day_gap,abs_gap,abs_gap,preop_lat,preop_lat,surg_lat,surg_lat,n_candidates,n_candidates,linkage_score,linkage_score,score_rank,score_rank,linkage_confidence_tier,linkage_confidence_tier,linkage_reason_summary,linkage_reason_summary,analysis_eligible_link_flag,analysis_eligible_link_flag,score_rank_1,score_rank_1",,True,3591,preop_surgery_linkage_v3
,,"Catalog Error: Table with name surgery_pathology_linkage_v2 does not exist!
Did you mean ""surgery_pathology_linkage_v3""?

LINE 1: SELECT COUNT(*) FROM surgery_pathology_linkage_v2
                             ^",False,,surgery_pathology_linkage_v2
36,"research_id,research_id,surgery_episode_id,surgery_episode_id,path_surgery_id,path_surgery_id,tumor_ordinal,tumor_ordinal,surg_date,surg_date,path_date,path_date,day_gap,day_gap,surg_lat,surg_lat,path_lat,path_lat,path_size_cm,path_size_cm,n_candidates,n_candidates,linkage_score,linkage_score,score_rank,score_rank,linkage_confidence_tier,linkage_confidence_tier,linkage_reason_summary,linkage_reason_summary,analysis_eligible_link_flag,analysis_eligible_link_flag,score_rank_1,score_rank_1,path_surgery_id_1,path_surgery_id_1",,True,9409,surgery_pathology_linkage_v3
12,"research_id,research_id,event_type,event_type,domain,domain,event_date,event_date,episode_id,episode_id,event_detail,event_detail",,True,103531,patient_cross_domain_timeline_v2
1012,"research_id,research_id,research_id,research_id,original_procedure_label,original_procedure_label,original_procedure_label,original_procedure_label,surgery_date,surgery_date,surgery_date,surgery_date,age_at_surgery,age_at_surgery,age_at_surgery,age_at_surgery,sex,sex,sex,sex,tumor_focality_overall,tumor_focality_overall,tumor_focality_overall,tumor_focality_overall,tumor_focality_source,tumor_focality_source,tumor_focality_source,tumor_focality_source,tumor_laterality_overall,tumor_laterality_overall,tumor_laterality_overall,tumor_laterality_overall,tumor_laterality_source,tumor_laterality_source,tumor_laterality_source,tumor_laterality_source,num_tumors_identified,num_tumors_identified,num_tumors_identified,num_tumors_identified,histology_1_type,histology_1_type,histology_1_type,histology_1_type,histology_1_num_tumors,histology_1_num_tumors,histology_1_num_tumors,histology_1_num_tumors,histology_1_dominant,histology_1_dominant,histology_1_dominant,histology_1_dominant,histology_1_largest_tumor_cm,histology_1_largest_tumor_cm,histology_1_largest_tumor_cm,histology_1_largest_tumor_cm,histology_1_t_stage_ajcc8,histology_1_t_stage_ajcc8,histology_1_t_stage_ajcc8,histology_1_t_stage_ajcc8,...",,True,4290,tumor_pathology
172,"research_id,research_id,research_id,research_id,age_at_surgery,age_at_surgery,age_at_surgery,age_at_surgery,sex,sex,sex,sex,surgery_date,surgery_date,surgery_date,surgery_date,surgery_type,surgery_type,surgery_type,surgery_type,multinodular_goiter,multinodular_goiter,multinodular_goiter,multinodular_goiter,diffuse_hyperplasia,diffuse_hyperplasia,diffuse_hyperplasia,diffuse_hyperplasia,colloid_nodule,colloid_nodule,colloid_nodule,colloid_nodule,goiter_source,goiter_source,goiter_source,goiter_source,follicular_adenoma,follicular_adenoma,follicular_adenoma,follicular_adenoma,hurthle_adenoma,hurthle_adenoma,hurthle_adenoma,hurthle_adenoma,hyalinizing_trabecular,hyalinizing_trabecular,hyalinizing_trabecular,hyalinizing_trabecular,neoplasm_source,neoplasm_source,neoplasm_source,neoplasm_source,hashimoto_thyroiditis,hashimoto_thyroiditis,hashimoto_thyroiditis,hashimoto_thyroiditis,hashimoto_clin_lab_confirmed,hashimoto_clin_lab_confirmed,hashimoto_clin_lab_confirmed,hashimoto_clin_lab_confirmed,...",,True,11688,benign_pathology
1068,"research_id,research_id,research_id,research_id,race,race,race,race,gender,gender,gender,gender,surg_date,surg_date,surg_date,surg_date,age,age,age,age,thyroid_procedure,thyroid_procedure,thyroid_procedure,thyroid_procedure,reop,reop,reop,reop,surgery,surgery,surgery,surgery,completion,completion,completion,completion,substernal_resection,substernal_resection,substernal_resection,substernal_resection,procedure_other_description,procedure_other_description,procedure_other_description,procedure_other_description,io_rln_monitoring,io_rln_monitoring,io_rln_monitoring,io_rln_monitoring,central_compartment_dissection,central_compartment_dissection,central_compartment_dissection,central_compartment_dissection,right_neck_dissection,right_neck_dissection,right_neck_dissection,right_neck_dissection,left_neck_dissection,left_neck_dissection,left_neck_dissection,left_neck_dissection,...",,True,11688,path_synoptics
52,"research_id,research_id,research_id,research_id,other_thyroid_genetic_testing,other_thyroid_genetic_testing,other_thyroid_genetic_testing,other_thyroid_genetic_testing,thyroseq_afirma,thyroseq_afirma,thyroseq_afirma,thyroseq_afirma,nodule_info,nodule_info,nodule_info,nodule_info,fna_bethesda,fna_bethesda,fna_bethesda,fna_bethesda,date,date,date,date,genetic_test_performed,genetic_test_performed,genetic_test_performed,genetic_test_performed,result,result,result,result,detailed_findings,detailed_findings,detailed_findings,detailed_findings,mutation,mutation,mutation,mutation,test_index,test_index,test_index,test_index,other_genetic_testing,other_genetic_testing,other_genetic_testing,other_genetic_testing,genetic_test,genetic_test,genetic_test,genetic_test",,True,10126,molecular_testing
112,"research_id,research_id,research_id,research_id,Other Thyroid Genetic testing -1,Other Thyroid Genetic testing -1,Other Thyroid Genetic testing -1,Other Thyroid Genetic testing -1,other genetic testing -2,other genetic testing -2,other genetic testing -2,other genetic testing -2,Thyroseq/Afirma_1,Thyroseq/Afirma_1,Thyroseq/Afirma_1,Thyroseq/Afirma_1,Nodule_info_1,Nodule_info_1,Nodule_info_1,Nodule_info_1,FNA_bethesda_1,FNA_bethesda_1,FNA_bethesda_1,FNA_bethesda_1,Genetic Test Performed_1,Genetic Test Performed_1,Genetic Test Performed_1,Genetic Test Performed_1,RESULT_1,RESULT_1,RESULT_1,RESULT_1,Detailed findings_1,Detailed findings_1,Detailed findings_1,Detailed findings_1,MUTATION_1,MUTATION_1,MUTATION_1,MUTATION_1,Thyroseq/Afirma_2,Thyroseq/Afirma_2,Thyroseq/Afirma_2,Thyroseq/Afirma_2,Nodule_info_2,Nodule_info_2,Nodule_info_2,Nodule_info_2,FNA Bethesda_2,FNA Bethesda_2,FNA Bethesda_2,FNA Bethesda_2,Genetic_test_2,Genetic_test_2,Genetic_test_2,Genetic_test_2,RESULT_2,RESULT_2,RESULT_2,RESULT_2,...",,True,11374,genetic_testing
72,"research_id,research_id,research_id,research_id,date,date,date,date,specimen_received,specimen_received,specimen_received,specimen_received,path_extended,path_extended,path_extended,path_extended,history,history,history,history,bethesda,bethesda,bethesda,bethesda,fna_index,fna_index,fna_index,fna_index,misc_path_non_thyroid,misc_path_non_thyroid,misc_path_non_thyroid,misc_path_non_thyroid,other_thyroid_and_parathyroid_pathology,other_thyroid_and_parathyroid_pathology,other_thyroid_and_parathyroid_pathology,other_thyroid_and_parathyroid_pathology,1_preop_fna_date,1_preop_fna_date,1_preop_fna_date,1_preop_fna_date,preop_specimen_received_fna_location,preop_specimen_received_fna_location,preop_specimen_received_fna_location,preop_specimen_received_fna_location,fna1_path_extended,fna1_path_extended,fna1_path_extended,fna1_path_extended,preop_fna_history,preop_fna_history,preop_fna_history,preop_fna_history,preop_fna_2_date,preop_fna_2_date,preop_fna_2_date,preop_fna_2_date,bethesda_2,bethesda_2,bethesda_2,bethesda_2,...",,True,59620,fna_history
288,"research_id,research_id,research_id,research_id,us_1_date,us_1_date,us_1_date,us_1_date,us_1,us_1,us_1,us_1,us_1_impression,us_1_impression,us_1_impression,us_1_impression,nodule_1,nodule_1,nodule_1,nodule_1,n1_tr,n1_tr,n1_tr,n1_tr,nodule_2,nodule_2,nodule_2,nodule_2,n2_tr,n2_tr,n2_tr,n2_tr,nodule_3,nodule_3,nodule_3,nodule_3,n3_tr,n3_tr,n3_tr,n3_tr,nodule_4,nodule_4,nodule_4,nodule_4,n4_tr,n4_tr,n4_tr,n4_tr,nodule_5,nodule_5,nodule_5,nodule_5,n5_tr,n5_tr,n5_tr,n5_tr,nodule_6,nodule_6,nodule_6,nodule_6,...",,True,8811,us_nodules_tirads
436,"research_id,research_id,research_id,research_id,us_1,us_1,us_1,us_1,impression,impression,impression,impression,us_9,us_9,us_9,us_9,cervical_lymph_node_us_performed,cervical_lymph_node_us_performed,cervical_lymph_node_us_performed,cervical_lymph_node_us_performed,head_neck_us_findings,head_neck_us_findings,head_neck_us_findings,head_neck_us_findings,thyroid_scintigraphy,thyroid_scintigraphy,thyroid_scintigraphy,thyroid_scintigraphy,preop_laryngoscopy,preop_laryngoscopy,preop_laryngoscopy,preop_laryngoscopy,dominant_nodule_size_on_us,dominant_nodule_size_on_us,dominant_nodule_size_on_us,dominant_nodule_size_on_us,dominant_nodule_location,dominant_nodule_location,dominant_nodule_location,dominant_nodule_location,number_of_nodules_identified_preop_size,number_of_nodules_identified_preop_size,number_of_nodules_identified_preop_size,number_of_nodules_identified_preop_size,metastatic_disease_identified_preop,metastatic_disease_identified_preop,metastatic_disease_identified_preop,metastatic_disease_identified_preop,us_date,us_date,us_date,us_date,us_clinical_indication_comparison,us_clinical_indication_comparison,us_clinical_indication_comparison,us_clinical_indication_comparison,us_nodules_details,us_nodules_details,us_nodules_details,us_nodules_details,...",,True,18753,serial_imaging_us
36,"note_row_id,note_row_id,note_row_id,note_row_id,research_id,research_id,research_id,research_id,note_type,note_type,note_type,note_type,note_index,note_index,note_index,note_index,note_date,note_date,note_date,note_date,note_text,note_text,note_text,note_text,source_sheet,source_sheet,source_sheet,source_sheet,source_column,source_column,source_column,source_column,char_count,char_count,char_count,char_count",,True,11037,clinical_notes_long
66,"research_id,research_id,modality,modality,exam_date_native,exam_date_native,date_status,date_status,date_confidence,date_confidence,imaging_exam_id,imaging_exam_id,nodule_index_within_exam,nodule_index_within_exam,composition,composition,echogenicity,echogenicity,shape,shape,margins,margins,calcifications,calcifications,tirads_score,tirads_score,tirads_category,tirads_category,size_cm_max,size_cm_max,size_cm_x,size_cm_x,size_cm_y,size_cm_y,size_cm_z,size_cm_z,laterality,laterality,location_detail,location_detail,report_source_table,report_source_table,exam_impression_raw,exam_impression_raw,suspicious_node_flag,suspicious_node_flag,suspicious_node_details,suspicious_node_details,growth_flag,growth_flag,dominant_nodule_flag,dominant_nodule_flag,nodule_id,nodule_id,resolved_exam_date,resolved_exam_date,nodule_count_in_exam,nodule_count_in_exam,imaging_confidence,imaging_confidence,...",,True,10866,imaging_nodule_long_v2
50,"research_id,research_id,exam_date,exam_date,nodule_number,nodule_number,exam_id,exam_id,nodule_id,nodule_id,tirads_reported,tirads_reported,tirads_acr_recalculated,tirads_acr_recalculated,composition,composition,echogenicity,echogenicity,shape,shape,margins,margins,calcifications,calcifications,length_mm,length_mm,width_mm,width_mm,height_mm,height_mm,volume_ml,volume_ml,location_raw,location_raw,laterality,laterality,source_table,source_table,tirads_concordant_flag,tirads_concordant_flag,max_dimension_cm,max_dimension_cm,tirads_category,tirads_category,suspicious_flag,suspicious_flag,linked_fna_episode_id,linked_fna_episode_id,fna_link_score_v3,fna_link_score_v3",,True,19891,imaging_nodule_master_v1
60,"research_id,research_id,research_id,research_id,age_at_surgery,age_at_surgery,age_at_surgery,age_at_surgery,sex,sex,sex,sex,surgery_date,surgery_date,surgery_date,surgery_date,latest_tsh,latest_tsh,latest_tsh,latest_tsh,latest_tg,latest_tg,latest_tg,latest_tg,latest_calcium,latest_calcium,latest_calcium,latest_calcium,latest_pth,latest_pth,latest_pth,latest_pth,levothyroxine_dose,levothyroxine_dose,levothyroxine_dose,levothyroxine_dose,n_comorbidities,n_comorbidities,n_comorbidities,n_comorbidities,recurrence_flag,recurrence_flag,recurrence_flag,recurrence_flag,last_followup_date,last_followup_date,last_followup_date,last_followup_date,histology_1_type,histology_1_type,histology_1_type,histology_1_type,overall_stage_ajcc8,overall_stage_ajcc8,overall_stage_ajcc8,overall_stage_ajcc8,largest_tumor_cm,largest_tumor_cm,largest_tumor_cm,largest_tumor_cm",,True,11977,patient_level_summary_mv
290,"research_id,research_id,age_at_surgery,age_at_surgery,sex,sex,race,race,demo_source,demo_source,demo_confidence,demo_confidence,path_histology_raw,path_histology_raw,histology_final,histology_final,histology_source,histology_source,path_histology_variant_raw,path_histology_variant_raw,path_t_stage_raw,path_t_stage_raw,path_n_stage_raw,path_n_stage_raw,path_m_stage_raw,path_m_stage_raw,path_stage_raw,path_stage_raw,path_tumor_size_cm,path_tumor_size_cm,path_ete_raw,path_ete_raw,ete_grade_final,ete_grade_final,ete_grade_source,ete_grade_source,path_gross_ete_flag,path_gross_ete_flag,path_vascular_invasion_raw,path_vascular_invasion_raw,vascular_invasion_final,vascular_invasion_final,vascular_vessel_count,vascular_vessel_count,path_lvi_raw,path_lvi_raw,path_pni_raw,path_pni_raw,path_margin_raw,path_margin_raw,margin_status_final,margin_status_final,closest_margin_mm,closest_margin_mm,path_ln_positive_raw,path_ln_positive_raw,path_ln_examined_raw,path_ln_examined_raw,ln_positive_final,ln_positive_final,...",,True,10871,patient_analysis_resolved_v1
144,"research_id,research_id,research_id,research_id,ct_column,ct_column,ct_column,ct_column,date_of_exam,date_of_exam,date_of_exam,date_of_exam,exam_type_normalized,exam_type_normalized,exam_type_normalized,exam_type_normalized,contrast,contrast,contrast,contrast,indication,indication,indication,indication,thyroid_normal,thyroid_normal,thyroid_normal,thyroid_normal,thyroid_nodule,thyroid_nodule,thyroid_nodule,thyroid_nodule,thyroid_enlarged,thyroid_enlarged,thyroid_enlarged,thyroid_enlarged,thyroid_heterogeneous,thyroid_heterogeneous,thyroid_heterogeneous,thyroid_heterogeneous,thyroid_postsurgical,thyroid_postsurgical,thyroid_postsurgical,thyroid_postsurgical,thyroid_not_visualized,thyroid_not_visualized,thyroid_not_visualized,thyroid_not_visualized,thyroid_other_abnormality,thyroid_other_abnormality,thyroid_other_abnormality,thyroid_other_abnormality,goiter_present,goiter_present,goiter_present,goiter_present,substernal_extension,substernal_extension,substernal_extension,substernal_extension,...",,True,7701,ct_imaging
164,"research_id,research_id,research_id,research_id,mri_label,mri_label,mri_label,mri_label,date_of_exam,date_of_exam,date_of_exam,date_of_exam,exam_type_detail,exam_type_detail,exam_type_detail,exam_type_detail,contrast,contrast,contrast,contrast,indication,indication,indication,indication,thyroid_visualized,thyroid_visualized,thyroid_visualized,thyroid_visualized,thyroid_normal,thyroid_normal,thyroid_normal,thyroid_normal,thyroid_nodule,thyroid_nodule,thyroid_nodule,thyroid_nodule,thyroid_enlarged,thyroid_enlarged,thyroid_enlarged,thyroid_enlarged,thyroid_postsurgical,thyroid_postsurgical,thyroid_postsurgical,thyroid_postsurgical,thyroid_mass_effect,thyroid_mass_effect,thyroid_mass_effect,thyroid_mass_effect,substernal_goiter,substernal_goiter,substernal_goiter,substernal_goiter,substernal_extension,substernal_extension,substernal_extension,substernal_extension,thyroid_details,thyroid_details,thyroid_details,thyroid_details,...",,True,715,mri_imaging
16,"domain,domain,n_linked,n_linked,n_exact,n_exact,n_high_confidence,n_high_confidence,n_plausible,n_plausible,n_weak,n_weak,n_ambiguous,n_ambiguous,computed_at,computed_at",,True,5,linkage_summary_v3
