manuscript,stratum,block,variable,detail,value,extra
M032,Overall,Categorical,Histology (malignant only),MTC,149 (3.7%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC,144 (3.6%),
M032,Overall,Categorical,Histology (malignant only),poorly differentiated thyroid carcinoma,37 (0.9%),
M032,Overall,Categorical,Histology (malignant only),FTUMP,34 (0.8%),
M032,Overall,Categorical,Histology (malignant only),anaplastic carcinoma,22 (0.5%),
M032,Overall,Categorical,Histology (malignant only),metastatic MTC,10 (0.2%),
M032,Overall,Categorical,Histology (malignant only),differentiated high grade thyroid carcinoma,10 (0.2%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC tall cell variant,5 (0.1%),
M032,Overall,Categorical,Histology (malignant only),recurrent/metastatic PTC,5 (0.1%),
M032,Overall,Categorical,Histology (malignant only),metastatic thyroid carcinoma,4 (0.1%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC classical,4 (0.1%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC with tall cell features,4 (0.1%),
M032,Overall,Categorical,Histology (malignant only),follicular adenoma,3 (0.1%),
M032,Overall,Categorical,Histology (malignant only),metastatic follicular carcinoma,3 (0.1%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC follicular,2 (0.0%),
M032,Overall,Categorical,Histology (malignant only),recurrent/metastatic follicular carcinoma,2 (0.0%),
M032,Overall,Categorical,Histology (malignant only),adenoid cystic carcinoma,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),metastatic anaplastic carcinoma,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),metastatic thyroid carcinoma with hurthle cell and paillary features,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),recurrent MTC,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),atypical follicular adenoma,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC with focal tall cell features,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC classical with focal tall cell features,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC/anaplastic carcinoma,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),MTC/PTC mixed composite,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),infiltrating carcinoma with thymus-like differentiation,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),differentiated thyroid carcinoma,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),high-grade PTC with thymic-like features,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),Atypical hurthle cell neoplasm,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),high grade carcinoma with focal squamous features,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),poorly differentiated PTC,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),NUT carcinoma,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),angiosarcoma of the thyroid,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),NIFTP,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),metastatic PTC classical with extensive follicular growth pattern & oncocytic & focal tall cell features <5%,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),poorly differentiated carcinoma with neuroendocrine differntiation,1 (0.0%),
M032,Overall,Categorical,Histology (malignant only),Missing,0 (0.0%),
M032,Overall,Categorical,AJCC8 stage group (malignant only),,N_malignant=4019,
M032,Overall,Categorical,AJCC8 stage group (malignant only),II,1651 (41.1%),
M032,Overall,Categorical,AJCC8 stage group (malignant only),I,1537 (38.2%),
M032,Overall,Categorical,AJCC8 stage group (malignant only),IVB,816 (20.3%),
M032,Overall,Categorical,AJCC8 stage group (malignant only),III,9 (0.2%),
M032,Overall,Categorical,AJCC8 stage group (malignant only),None,6 (0.1%),
M032,Overall,Categorical,AJCC8 stage group (malignant only),Missing,0 (0.0%),
M032,Overall,Continuous,"Tumor size, dominant (cm)",Mean ± SD,2.3 ± 2.1,
M032,Overall,Continuous,"Tumor size, dominant (cm)",Median (IQR),1.7 (0.8–3.1),
M032,Overall,Continuous,"Tumor size, dominant (cm)",Non-missing / missing,n=4130; missing 6741 (62.0%),
M032,Overall,Continuous,LN positive count (final),Mean ± SD,1.7 ± 4.7,
M032,Overall,Continuous,LN positive count (final),Median (IQR),0.0 (0.0–1.0),
M032,Overall,Continuous,LN rollup total examined,Mean ± SD,7.3 ± 13.9,
M032,Overall,Continuous,LN rollup total examined,Median (IQR),1.0 (1.0–5.0),
M032,Overall,Continuous,LN rollup total positive,Mean ± SD,2.3 ± 4.8,
M032,Overall,Continuous,LN rollup total positive,Median (IQR),1.0 (0.0–1.0),
M032,Overall,Categorical,ETE grade (final),,,
M032,Overall,Categorical,ETE grade (final),None,6752 (62.1%),
M032,Overall,Categorical,ETE grade (final),microscopic,2580 (23.7%),
M032,Overall,Categorical,ETE grade (final),gross,1311 (12.1%),
M032,Overall,Categorical,ETE grade (final),false,179 (1.6%),
M032,Overall,Categorical,ETE grade (final),present_ungraded,29 (0.3%),
M032,Overall,Categorical,ETE grade (final),absent,16 (0.1%),
M032,Overall,Categorical,ETE grade (final),true,4 (0.0%),
M032,Overall,Categorical,ETE grade (final),Missing,0 (0.0%),
M032,Overall,Binary,Any recurrence,,514 (4.7%),
M032,Overall,Binary,Any confirmed complication,,400 (3.7%),
M032,Overall,Binary,RAI received (reconciled),,862 (7.9%),
M032,Overall,Binary,Molecular tested (confirmed),,1286 (11.8%),
M032,Overall,Binary,BRAF positive (among molecular-tested),,376 (29.2%) [N_tested=1286],
