load_id,domain_name,parquet_stem,tier,qa_tier,source_path,local_row_count,md_row_count,row_match,loaded_at,git_sha,registry_version
27,operative_details,note_entities_llm_operative_details,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_details.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
87,operative_details,note_entities_llm_operative_details,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_details.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
57,operative_details,note_entities_llm_operative_details,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_details.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
117,operative_details,note_entities_llm_operative_details,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_details.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
148,operative_v2_enrichment,note_entities_llm_operative_v2_enrichment,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_v2_enrichment.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
28,operative_v2_enrichment,note_entities_llm_operative_v2_enrichment,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_v2_enrichment.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
178,operative_v2_enrichment,note_entities_llm_operative_v2_enrichment,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_v2_enrichment.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
88,operative_v2_enrichment,note_entities_llm_operative_v2_enrichment,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_v2_enrichment.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
58,operative_v2_enrichment,note_entities_llm_operative_v2_enrichment,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_v2_enrichment.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
118,operative_v2_enrichment,note_entities_llm_operative_v2_enrichment,v1,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_operative_v2_enrichment.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
70,parathyroid_detail,note_entities_llm_parathyroid_detail,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_detail.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
10,parathyroid_detail,note_entities_llm_parathyroid_detail,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_detail.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
160,parathyroid_detail,note_entities_llm_parathyroid_detail,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_detail.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
100,parathyroid_detail,note_entities_llm_parathyroid_detail,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_detail.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
40,parathyroid_detail,note_entities_llm_parathyroid_detail,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_detail.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
130,parathyroid_detail,note_entities_llm_parathyroid_detail,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_detail.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
119,parathyroid_per_gland,note_entities_llm_parathyroid_per_gland,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_per_gland.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
59,parathyroid_per_gland,note_entities_llm_parathyroid_per_gland,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_per_gland.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
29,parathyroid_per_gland,note_entities_llm_parathyroid_per_gland,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_per_gland.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
149,parathyroid_per_gland,note_entities_llm_parathyroid_per_gland,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_per_gland.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
179,parathyroid_per_gland,note_entities_llm_parathyroid_per_gland,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_per_gland.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
89,parathyroid_per_gland,note_entities_llm_parathyroid_per_gland,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_parathyroid_per_gland.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
45,past_medical_hx,note_entities_llm_past_medical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_medical_hx.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
105,past_medical_hx,note_entities_llm_past_medical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_medical_hx.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
15,past_medical_hx,note_entities_llm_past_medical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_medical_hx.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
135,past_medical_hx,note_entities_llm_past_medical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_medical_hx.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
75,past_medical_hx,note_entities_llm_past_medical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_medical_hx.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
165,past_medical_hx,note_entities_llm_past_medical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_medical_hx.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
106,past_surgical_hx,note_entities_llm_past_surgical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_surgical_hx.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
76,past_surgical_hx,note_entities_llm_past_surgical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_surgical_hx.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
16,past_surgical_hx,note_entities_llm_past_surgical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_surgical_hx.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
136,past_surgical_hx,note_entities_llm_past_surgical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_surgical_hx.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
46,past_surgical_hx,note_entities_llm_past_surgical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_surgical_hx.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
166,past_surgical_hx,note_entities_llm_past_surgical_hx,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_past_surgical_hx.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
96,pathology,note_entities_llm_pathology,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_pathology.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
66,pathology,note_entities_llm_pathology,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_pathology.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
6,pathology,note_entities_llm_pathology,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_pathology.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
36,pathology,note_entities_llm_pathology,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_pathology.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
156,pathology,note_entities_llm_pathology,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_pathology.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
126,pathology,note_entities_llm_pathology,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_pathology.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
173,patient_decision_adherence,note_entities_llm_patient_decision_adherence,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_patient_decision_adherence.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
