table_name,column_name,semantic_family,norm_value,n_rows,pct_of_nonnull,issue_types,raw_variant_count,top_raw_variants,suggested_canonical_code,suggested_display_label
canonical_patient_master,pmhx_nlp_note_types,other,"endocrine_note,h_p,dc_sum",2,0.051,rare_value_review,1,"endocrine_note,h_p,dc_sum","endocrine_note,h_p,dc_sum","endocrine_note,h_p,dc_sum"
canonical_patient_master,pmhx_nlp_note_types,other,"h_p,dc_sum,op_note",2,0.051,rare_value_review,1,"h_p,dc_sum,op_note","h_p,dc_sum,op_note","h_p,dc_sum,op_note"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,dc_sum,endocrine_note",2,0.051,rare_value_review,1,"op_note,dc_sum,endocrine_note","op_note,dc_sum,endocrine_note","op_note,dc_sum,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,dc_sum,h_p",2,0.051,rare_value_review,1,"op_note,dc_sum,h_p","op_note,dc_sum,h_p","op_note,dc_sum,h_p"
canonical_patient_master,pmhx_nlp_note_types,other,"other_notes,endocrine_note",2,0.051,rare_value_review,1,"other_notes,endocrine_note","other_notes,endocrine_note","other_notes,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"other_notes,h_p",2,0.051,rare_value_review,1,"other_notes,h_p","other_notes,h_p","other_notes,h_p"
canonical_patient_master,pmhx_nlp_note_types,other,"other_notes,h_p,endocrine_note",2,0.051,rare_value_review,1,"other_notes,h_p,endocrine_note","other_notes,h_p,endocrine_note","other_notes,h_p,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"dc_sum,h_p,endocrine_note",1,0.026,rare_value_review,1,"dc_sum,h_p,endocrine_note","dc_sum,h_p,endocrine_note","dc_sum,h_p,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"dc_sum,other_notes,h_p",1,0.026,rare_value_review,1,"dc_sum,other_notes,h_p","dc_sum,other_notes,h_p","dc_sum,other_notes,h_p"
canonical_patient_master,pmhx_nlp_note_types,other,"ed_note,dc_sum",1,0.026,rare_value_review,1,"ed_note,dc_sum","ed_note,dc_sum","ed_note,dc_sum"
canonical_patient_master,pmhx_nlp_note_types,other,"ed_note,endocrine_note",1,0.026,rare_value_review,1,"ed_note,endocrine_note","ed_note,endocrine_note","ed_note,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"ed_note,endocrine_note,h_p",1,0.026,rare_value_review,1,"ed_note,endocrine_note,h_p","ed_note,endocrine_note,h_p","ed_note,endocrine_note,h_p"
canonical_patient_master,pmhx_nlp_note_types,other,"endocrine_note,h_p,op_note",1,0.026,rare_value_review,1,"endocrine_note,h_p,op_note","endocrine_note,h_p,op_note","endocrine_note,h_p,op_note"
canonical_patient_master,pmhx_nlp_note_types,other,"endocrine_note,history_summary",1,0.026,rare_value_review,1,"endocrine_note,history_summary","endocrine_note,history_summary","endocrine_note,history_summary"
canonical_patient_master,pmhx_nlp_note_types,other,"endocrine_note,other_notes",1,0.026,rare_value_review,1,"endocrine_note,other_notes","endocrine_note,other_notes","endocrine_note,other_notes"
canonical_patient_master,pmhx_nlp_note_types,other,"h_p,ed_note,dc_sum",1,0.026,rare_value_review,1,"h_p,ed_note,dc_sum","h_p,ed_note,dc_sum","h_p,ed_note,dc_sum"
canonical_patient_master,pmhx_nlp_note_types,other,"h_p,history_summary",1,0.026,rare_value_review,1,"h_p,history_summary","h_p,history_summary","h_p,history_summary"
canonical_patient_master,pmhx_nlp_note_types,other,"h_p,op_note,dc_sum",1,0.026,rare_value_review,1,"h_p,op_note,dc_sum","h_p,op_note,dc_sum","h_p,op_note,dc_sum"
canonical_patient_master,pmhx_nlp_note_types,other,"h_p,other_history",1,0.026,rare_value_review,1,"h_p,other_history","h_p,other_history","h_p,other_history"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,dc_sum",1,0.026,rare_value_review,1,"op_note,dc_sum","op_note,dc_sum","op_note,dc_sum"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,ed_note,h_p",1,0.026,rare_value_review,1,"op_note,ed_note,h_p","op_note,ed_note,h_p","op_note,ed_note,h_p"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,endocrine_note",1,0.026,rare_value_review,1,"op_note,endocrine_note","op_note,endocrine_note","op_note,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,endocrine_note,h_p",1,0.026,rare_value_review,1,"op_note,endocrine_note,h_p","op_note,endocrine_note,h_p","op_note,endocrine_note,h_p"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,h_p,dc_sum",1,0.026,rare_value_review,1,"op_note,h_p,dc_sum","op_note,h_p,dc_sum","op_note,h_p,dc_sum"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,h_p,dc_sum,ed_note",1,0.026,rare_value_review,1,"op_note,h_p,dc_sum,ed_note","op_note,h_p,dc_sum,ed_note","op_note,h_p,dc_sum,ed_note"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,h_p,ed_note",1,0.026,rare_value_review,1,"op_note,h_p,ed_note","op_note,h_p,ed_note","op_note,h_p,ed_note"
canonical_patient_master,pmhx_nlp_smoking_status,other,never smoker,7,35.0,raw_variant_drift,2,never smoker || Never smoker,never smoker,never smoker
canonical_patient_master,pmhx_nlp_smoking_status,other,former smoker,4,20.0,raw_variant_drift,2,former smoker || Former smoker,former smoker,former smoker
canonical_patient_master,postop_calcium_source_reliability,provenance,0.65,1,0.179,rare_value_review,1,0.65,0.65,0.65
canonical_patient_master,postop_calcium_source_reliability,provenance,0.8,1,0.179,rare_value_review,1,0.8,0.8,0.8
canonical_patient_master,postop_pth_source_reliability,provenance,0.9,2,0.297,rare_value_review,1,0.9,0.9,0.9
canonical_patient_master,postop_pth_source_reliability,provenance,0.55,1,0.149,rare_value_review,1,0.55,0.55,0.55
canonical_patient_master,postop_pth_source_reliability,provenance,0.65,1,0.149,rare_value_review,1,0.65,0.65,0.65
canonical_patient_master,prm_molecular_risk_category,risk_scoring,fusion_positive,7,0.07,rare_value_review,1,fusion_positive,fusion_positive,fusion_positive
canonical_patient_master,prm_rln_worst_grade,other,paralysis,7,0.064,rare_value_review,1,paralysis,paralysis,paralysis
canonical_patient_master,prm_rln_worst_grade,other,paresis,1,0.009,rare_value_review,1,paresis,paresis,paresis
canonical_patient_master,proc_nlp_note_types,other,"endocrine_note,h_p,op_note",5,0.106,rare_value_review,1,"endocrine_note,h_p,op_note","endocrine_note,h_p,op_note","endocrine_note,h_p,op_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,dc_sum,endocrine_note,h_p",5,0.106,rare_value_review,1,"op_note,dc_sum,endocrine_note,h_p","op_note,dc_sum,endocrine_note,h_p","op_note,dc_sum,endocrine_note,h_p"
canonical_patient_master,proc_nlp_note_types,other,"op_note,h_p,ed_note",5,0.106,rare_value_review,1,"op_note,h_p,ed_note","op_note,h_p,ed_note","op_note,h_p,ed_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,h_p,endocrine_note",5,0.106,rare_value_review,1,"op_note,h_p,endocrine_note","op_note,h_p,endocrine_note","op_note,h_p,endocrine_note"
canonical_patient_master,proc_nlp_note_types,other,"dc_sum,h_p",4,0.085,rare_value_review,1,"dc_sum,h_p","dc_sum,h_p","dc_sum,h_p"
canonical_patient_master,proc_nlp_note_types,other,"endocrine_note,op_note",4,0.085,rare_value_review,1,"endocrine_note,op_note","endocrine_note,op_note","endocrine_note,op_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,endocrine_note",4,0.085,rare_value_review,1,"op_note,endocrine_note","op_note,endocrine_note","op_note,endocrine_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,other_notes,h_p",4,0.085,rare_value_review,1,"op_note,other_notes,h_p","op_note,other_notes,h_p","op_note,other_notes,h_p"
canonical_patient_master,proc_nlp_note_types,other,"other_notes,op_note",4,0.085,rare_value_review,1,"other_notes,op_note","other_notes,op_note","other_notes,op_note"
canonical_patient_master,proc_nlp_note_types,other,"h_p,other_notes,op_note",3,0.064,rare_value_review,1,"h_p,other_notes,op_note","h_p,other_notes,op_note","h_p,other_notes,op_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,dc_sum,endocrine_note",3,0.064,rare_value_review,1,"op_note,dc_sum,endocrine_note","op_note,dc_sum,endocrine_note","op_note,dc_sum,endocrine_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,endocrine_note,h_p",3,0.064,rare_value_review,1,"op_note,endocrine_note,h_p","op_note,endocrine_note,h_p","op_note,endocrine_note,h_p"
canonical_patient_master,proc_nlp_note_types,other,"other_notes,endocrine_note,op_note",3,0.064,rare_value_review,1,"other_notes,endocrine_note,op_note","other_notes,endocrine_note,op_note","other_notes,endocrine_note,op_note"
canonical_patient_master,proc_nlp_note_types,other,"dc_sum,endocrine_note,h_p,op_note",2,0.042,rare_value_review,1,"dc_sum,endocrine_note,h_p,op_note","dc_sum,endocrine_note,h_p,op_note","dc_sum,endocrine_note,h_p,op_note"
canonical_patient_master,proc_nlp_note_types,other,"h_p,dc_sum",2,0.042,rare_value_review,1,"h_p,dc_sum","h_p,dc_sum","h_p,dc_sum"
canonical_patient_master,proc_nlp_note_types,other,"h_p,ed_note,op_note",2,0.042,rare_value_review,1,"h_p,ed_note,op_note","h_p,ed_note,op_note","h_p,ed_note,op_note"
canonical_patient_master,proc_nlp_note_types,other,"h_p,endocrine_note,dc_sum,op_note",2,0.042,rare_value_review,1,"h_p,endocrine_note,dc_sum,op_note","h_p,endocrine_note,dc_sum,op_note","h_p,endocrine_note,dc_sum,op_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,endocrine_note,dc_sum",2,0.042,rare_value_review,1,"op_note,endocrine_note,dc_sum","op_note,endocrine_note,dc_sum","op_note,endocrine_note,dc_sum"
canonical_patient_master,proc_nlp_note_types,other,"op_note,endocrine_note,dc_sum,h_p",2,0.042,rare_value_review,1,"op_note,endocrine_note,dc_sum,h_p","op_note,endocrine_note,dc_sum,h_p","op_note,endocrine_note,dc_sum,h_p"
canonical_patient_master,proc_nlp_note_types,other,"op_note,other_notes",2,0.042,rare_value_review,1,"op_note,other_notes","op_note,other_notes","op_note,other_notes"
canonical_patient_master,proc_nlp_note_types,other,other_notes,2,0.042,rare_value_review,1,other_notes,other_notes,other_notes
canonical_patient_master,proc_nlp_note_types,other,"other_notes,h_p",2,0.042,rare_value_review,1,"other_notes,h_p","other_notes,h_p","other_notes,h_p"
canonical_patient_master,proc_nlp_note_types,other,dc_sum,1,0.021,rare_value_review,1,dc_sum,dc_sum,dc_sum
canonical_patient_master,proc_nlp_note_types,other,"dc_sum,endocrine_note,op_note",1,0.021,rare_value_review,1,"dc_sum,endocrine_note,op_note","dc_sum,endocrine_note,op_note","dc_sum,endocrine_note,op_note"
canonical_patient_master,proc_nlp_note_types,other,"dc_sum,h_p,ed_note,op_note",1,0.021,rare_value_review,1,"dc_sum,h_p,ed_note,op_note","dc_sum,h_p,ed_note,op_note","dc_sum,h_p,ed_note,op_note"
canonical_patient_master,proc_nlp_note_types,other,"dc_sum,other_notes,h_p,op_note",1,0.021,rare_value_review,1,"dc_sum,other_notes,h_p,op_note","dc_sum,other_notes,h_p,op_note","dc_sum,other_notes,h_p,op_note"
canonical_patient_master,proc_nlp_note_types,other,"dc_sum,other_notes,op_note",1,0.021,rare_value_review,1,"dc_sum,other_notes,op_note","dc_sum,other_notes,op_note","dc_sum,other_notes,op_note"
canonical_patient_master,proc_nlp_note_types,other,ed_note,1,0.021,rare_value_review,1,ed_note,ed_note,ed_note
canonical_patient_master,proc_nlp_note_types,other,"ed_note,dc_sum,op_note",1,0.021,rare_value_review,1,"ed_note,dc_sum,op_note","ed_note,dc_sum,op_note","ed_note,dc_sum,op_note"
canonical_patient_master,proc_nlp_note_types,other,"endocrine_note,dc_sum,h_p,op_note",1,0.021,rare_value_review,1,"endocrine_note,dc_sum,h_p,op_note","endocrine_note,dc_sum,h_p,op_note","endocrine_note,dc_sum,h_p,op_note"
canonical_patient_master,proc_nlp_note_types,other,"endocrine_note,dc_sum,op_note",1,0.021,rare_value_review,1,"endocrine_note,dc_sum,op_note","endocrine_note,dc_sum,op_note","endocrine_note,dc_sum,op_note"
canonical_patient_master,proc_nlp_note_types,other,"endocrine_note,other_notes",1,0.021,rare_value_review,1,"endocrine_note,other_notes","endocrine_note,other_notes","endocrine_note,other_notes"
canonical_patient_master,proc_nlp_note_types,other,"endocrine_note,other_notes,h_p,op_note",1,0.021,rare_value_review,1,"endocrine_note,other_notes,h_p,op_note","endocrine_note,other_notes,h_p,op_note","endocrine_note,other_notes,h_p,op_note"
canonical_patient_master,proc_nlp_note_types,other,"h_p,dc_sum,endocrine_note,op_note",1,0.021,rare_value_review,1,"h_p,dc_sum,endocrine_note,op_note","h_p,dc_sum,endocrine_note,op_note","h_p,dc_sum,endocrine_note,op_note"
canonical_patient_master,proc_nlp_note_types,other,"h_p,history_summary",1,0.021,rare_value_review,1,"h_p,history_summary","h_p,history_summary","h_p,history_summary"
canonical_patient_master,proc_nlp_note_types,other,"h_p,history_summary,op_note",1,0.021,rare_value_review,1,"h_p,history_summary,op_note","h_p,history_summary,op_note","h_p,history_summary,op_note"
canonical_patient_master,proc_nlp_note_types,other,"history_summary,op_note,h_p",1,0.021,rare_value_review,1,"history_summary,op_note,h_p","history_summary,op_note,h_p","history_summary,op_note,h_p"
canonical_patient_master,proc_nlp_note_types,other,"op_note,dc_sum,other_notes",1,0.021,rare_value_review,1,"op_note,dc_sum,other_notes","op_note,dc_sum,other_notes","op_note,dc_sum,other_notes"
canonical_patient_master,proc_nlp_note_types,other,"op_note,ed_note",1,0.021,rare_value_review,1,"op_note,ed_note","op_note,ed_note","op_note,ed_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,h_p,dc_sum,endocrine_note",1,0.021,rare_value_review,1,"op_note,h_p,dc_sum,endocrine_note","op_note,h_p,dc_sum,endocrine_note","op_note,h_p,dc_sum,endocrine_note"
canonical_patient_master,proc_nlp_note_types,other,"op_note,h_p,dc_sum,other_notes",1,0.021,rare_value_review,1,"op_note,h_p,dc_sum,other_notes","op_note,h_p,dc_sum,other_notes","op_note,h_p,dc_sum,other_notes"
canonical_patient_master,proc_nlp_note_types,other,"op_note,history_summary",1,0.021,rare_value_review,1,"op_note,history_summary","op_note,history_summary","op_note,history_summary"
canonical_patient_master,proc_nlp_note_types,other,"op_note,other_history,h_p",1,0.021,rare_value_review,1,"op_note,other_history,h_p","op_note,other_history,h_p","op_note,other_history,h_p"
canonical_patient_master,proc_nlp_note_types,other,"other_notes,endocrine_note",1,0.021,rare_value_review,1,"other_notes,endocrine_note","other_notes,endocrine_note","other_notes,endocrine_note"
canonical_patient_master,proc_nlp_note_types,other,"other_notes,endocrine_note,h_p",1,0.021,rare_value_review,1,"other_notes,endocrine_note,h_p","other_notes,endocrine_note,h_p","other_notes,endocrine_note,h_p"
canonical_patient_master,pshx_llm_note_types,other,"h_p,dc_sum",2,0.107,rare_value_review,1,"h_p,dc_sum","h_p,dc_sum","h_p,dc_sum"
canonical_patient_master,pshx_llm_note_types,other,op_note,2,0.107,rare_value_review,1,op_note,op_note,op_note
canonical_patient_master,pshx_llm_note_types,other,"endocrine_note,history_summary",1,0.054,rare_value_review,1,"endocrine_note,history_summary","endocrine_note,history_summary","endocrine_note,history_summary"
canonical_patient_master,pshx_llm_note_types,other,"h_p,ed_note",1,0.054,rare_value_review,1,"h_p,ed_note","h_p,ed_note","h_p,ed_note"
canonical_patient_master,pshx_llm_note_types,other,"h_p,history_summary",1,0.054,rare_value_review,1,"h_p,history_summary","h_p,history_summary","h_p,history_summary"
canonical_patient_master,pshx_llm_note_types,other,"h_p,other_notes",1,0.054,rare_value_review,1,"h_p,other_notes","h_p,other_notes","h_p,other_notes"
canonical_patient_master,pshx_llm_note_types,other,"history_summary,h_p",1,0.054,rare_value_review,1,"history_summary,h_p","history_summary,h_p","history_summary,h_p"
canonical_patient_master,pshx_llm_note_types,other,"other_notes,h_p",1,0.054,rare_value_review,1,"other_notes,h_p","other_notes,h_p","other_notes,h_p"
canonical_patient_master,rai_dose_confidence_worst,treatment,0.4,1,0.402,rare_value_review,1,0.4,0.4,0.4
canonical_patient_master,rai_dose_confidence_worst,treatment,0.7,1,0.402,rare_value_review,1,0.7,0.7,0.7
canonical_patient_master,rai_dose_source,treatment,other_notes,2,0.725,rare_value_review,1,other_notes,other_notes,other_notes
canonical_patient_master,rai_dose_source,treatment,dc_sum,1,0.362,rare_value_review,1,dc_sum,dc_sum,dc_sum
canonical_patient_master,rai_dose_source,treatment,ed_note,1,0.362,rare_value_review,1,ed_note,ed_note,ed_note
canonical_patient_master,ras_protein_change_v11,molecular,g13r,3,5.455,raw_variant_drift,2,G13R || g13R,g13r,G13R
canonical_patient_master,recurrence_definition,recurrence_survival,fna_bethesda_v_suspicious,5,0.046,rare_value_review,1,fna_bethesda_v_suspicious,fna_bethesda_v_suspicious,fna_bethesda_v_suspicious
canonical_patient_master,recurrence_histology,histology,ptc,234,53.182,raw_variant_drift;leading_trailing_whitespace,2,PTC || PTC ,ptc,PTC
canonical_patient_master,recurrence_histology,histology,metastatic ptc,82,18.636,raw_variant_drift,3,metastatic PTC || Metastatic PTC || metastatic pTC,metastatic ptc,metastatic PTC
canonical_patient_master,recurrence_histology,histology,follicular carcinoma,54,12.273,raw_variant_drift,2,follicular carcinoma || Follicular carcinoma,follicular carcinoma,follicular carcinoma
canonical_patient_master,recurrence_histology,histology,metastatic mtc,9,2.045,raw_variant_drift,2,metastatic MTC || Metastatic MTC,metastatic mtc,metastatic MTC
canonical_patient_master,recurrence_histology,histology,metastatic ptc tall cell variant,4,0.909,raw_variant_drift,2,metastatic PTC tall cell variant || Metastatic PTC tall cell variant,metastatic ptc tall cell variant,metastatic PTC tall cell variant
canonical_patient_master,recurrence_histology,histology,poorly differentiated thyroid carcinoma,3,0.682,raw_variant_drift,2,Poorly differentiated thyroid carcinoma || poorly differentiated thyroid carcinoma,poorly differentiated thyroid carcinoma,Poorly differentiated thyroid carcinoma
canonical_patient_master,recurrence_histology,histology,metastatic carcinoma,2,0.455,raw_variant_drift;rare_value_review,2,Metastatic Carcinoma || metastatic carcinoma,metastatic carcinoma,Metastatic Carcinoma
canonical_patient_master,recurrence_histology,histology,recurrent/metastatic follicular carcinoma,2,0.455,raw_variant_drift;rare_value_review,2,Recurrent/metastatic follicular carcinoma || recurrent/metastatic follicular Carcinoma,recurrent/metastatic follicular carcinoma,Recurrent/metastatic follicular carcinoma
canonical_patient_master,recurrence_histology,histology,recurrent/metastatic ptc,2,0.455,rare_value_review,1,recurrent/metastatic PTC,recurrent/metastatic ptc,recurrent/metastatic PTC
canonical_patient_master,recurrence_histology,histology,angiosarcoma of the thyroid,1,0.227,rare_value_review,1,angiosarcoma of the thyroid,angiosarcoma of the thyroid,angiosarcoma of the thyroid
canonical_patient_master,recurrence_histology,histology,differentiated high grade thyroid carcinoma,1,0.227,rare_value_review,1,differentiated high grade thyroid carcinoma,differentiated high grade thyroid carcinoma,differentiated high grade thyroid carcinoma
canonical_patient_master,recurrence_histology,histology,differentiated thyroid carcinoma,1,0.227,rare_value_review,1,differentiated thyroid carcinoma,differentiated thyroid carcinoma,differentiated thyroid carcinoma
canonical_patient_master,recurrence_histology,histology,ftump,1,0.227,rare_value_review,1,FTUMP,ftump,FTUMP
canonical_patient_master,recurrence_histology,histology,metastatic high grade neuroendocrine tumor,1,0.227,rare_value_review,1,metastatic high grade neuroendocrine tumor,metastatic high grade neuroendocrine tumor,metastatic high grade neuroendocrine tumor
canonical_patient_master,recurrence_histology,histology,metastatic poorly differentiated thyroid carcinoma,1,0.227,rare_value_review,1,metastatic poorly differentiated thyroid carcinoma,metastatic poorly differentiated thyroid carcinoma,metastatic poorly differentiated thyroid carcinoma
canonical_patient_master,recurrence_histology,histology,metastatic ptc calssical with focal tall cell features (<5%),1,0.227,rare_value_review,1,metastatic PTC calssical with focal tall cell features (<5%),metastatic ptc calssical with focal tall cell features (<5%),metastatic PTC calssical with focal tall cell features (<5%)
canonical_patient_master,recurrence_histology,histology,metastatic ptc classic,1,0.227,rare_value_review,1,metastatic PTC classic,metastatic ptc classic,metastatic PTC classic
canonical_patient_master,recurrence_histology,histology,metastatic ptc classic subtype with tall cell component ~25%,1,0.227,rare_value_review,1,"metastatic PTC
classic subtype with tall cell component ~25%",metastatic ptc classic subtype with tall cell component ~25%,metastatic PTC classic subtype with tall cell component ~25%
canonical_patient_master,recurrence_histology,histology,metastatic ptc follicular,1,0.227,rare_value_review,1,metastatic PTC follicular,metastatic ptc follicular,metastatic PTC follicular
canonical_patient_master,recurrence_histology,histology,metastatic ptc high grade,1,0.227,rare_value_review,1,metastatic PTC high grade,metastatic ptc high grade,metastatic PTC high grade
canonical_patient_master,recurrence_histology,histology,metastatic ptc onocytic classical,1,0.227,rare_value_review,1,metastatic PTC onocytic classical,metastatic ptc onocytic classical,metastatic PTC onocytic classical
canonical_patient_master,recurrence_histology,histology,metastatic ptc with focal tall cell features,1,0.227,rare_value_review,1,metastatic PTC with focal tall cell features,metastatic ptc with focal tall cell features,metastatic PTC with focal tall cell features
canonical_patient_master,recurrence_histology,histology,metastatic ptc with tall cell features,1,0.227,rare_value_review,1,metastatic PTC with tall cell features,metastatic ptc with tall cell features,metastatic PTC with tall cell features
canonical_patient_master,recurrence_histology,histology,metastatic ptc?,1,0.227,rare_value_review,1,metastatic PTC?,metastatic ptc?,metastatic PTC?
canonical_patient_master,recurrence_histology,histology,metastatic thyroid carcinoma,1,0.227,rare_value_review,1,metastatic thyroid carcinoma,metastatic thyroid carcinoma,metastatic thyroid carcinoma
canonical_patient_master,recurrence_histology,histology,metastatic/recurrent ptc,1,0.227,rare_value_review,1,metastatic/recurrent PTC,metastatic/recurrent ptc,metastatic/recurrent PTC
canonical_patient_master,recurrence_histology,histology,metastatic/recurrent ptc classical,1,0.227,rare_value_review,1,metastatic/recurrent PTC classical,metastatic/recurrent ptc classical,metastatic/recurrent PTC classical
canonical_patient_master,recurrence_histology,histology,recurrent anaplastic carcinoma,1,0.227,rare_value_review,1,recurrent anaplastic carcinoma,recurrent anaplastic carcinoma,recurrent anaplastic carcinoma
canonical_patient_master,recurrence_histology,histology,recurrent differentiated high grade thyroid carcinoma metastatic,1,0.227,rare_value_review,1,recurrent differentiated high grade thyroid carcinoma metastatic,recurrent differentiated high grade thyroid carcinoma metastatic,recurrent differentiated high grade thyroid carcinoma metastatic
canonical_patient_master,seroma_status,other,probable,4,0.037,rare_value_review,1,probable,probable,probable
canonical_patient_master,surg_procedure_type,treatment,unknown,9,0.103,rare_value_review,1,unknown,unknown,unknown
canonical_patient_master,syn_lymphatic_invasion_clean,other,absent,1,0.029,rare_value_review,1,absent,absent,absent
canonical_patient_master,syn_margin_status_synoptic,other,x,3358,84.862,raw_variant_drift,2,x || X,x,x
canonical_patient_master,syn_margin_status_synoptic,other,involved,553,13.975,raw_variant_drift,2,involved || Involved,involved,involved
canonical_patient_master,syn_margin_status_synoptic,other,0.1,1,0.025,rare_value_review,1,0.1,0.1,0.1
canonical_patient_master,syn_margin_status_synoptic,other,<1,1,0.025,rare_value_review,1,<1,<1,<1
canonical_patient_master,syn_margin_status_synoptic,other,involvd,1,0.025,rare_value_review,1,involvd,involvd,involvd
canonical_patient_master,syn_margin_status_synoptic,other,n/s,1,0.025,rare_value_review,1,n/s,n/s,n/s
canonical_patient_master,syn_margin_status_synoptic,other,negative,1,0.025,rare_value_review,1,negative,negative,negative
canonical_patient_master,syn_mitotic_rate_qualifier,other,extracted,2,0.491,rare_value_review,1,extracted,extracted,extracted
canonical_patient_master,syn_tumor2_histologic_type,other,ptc,1162,86.33,raw_variant_drift;leading_trailing_whitespace,3,PTC || PTC  || pTC,ptc,PTC
canonical_patient_master,syn_tumor2_histologic_type,other,follicular carcinoma,40,2.972,raw_variant_drift,2,follicular carcinoma || Follicular carcinoma,follicular carcinoma,follicular carcinoma
canonical_patient_master,syn_tumor2_histologic_type,other,metastatic ptc,2,0.149,rare_value_review,1,metastatic PTC,metastatic ptc,metastatic PTC
canonical_patient_master,syn_tumor2_histologic_type,other,ptc follicular variant,2,0.149,rare_value_review,1,PTC follicular variant,ptc follicular variant,PTC follicular variant
canonical_patient_master,syn_tumor2_histologic_type,other,(niftp),1,0.074,leading_trailing_whitespace;rare_value_review,1, (NIFTP),(niftp),(NIFTP)
canonical_patient_master,syn_tumor2_histologic_type,other,*ptc,1,0.074,rare_value_review,1,*PTC,*ptc,*PTC
canonical_patient_master,syn_tumor2_histologic_type,other,anaplastic carcinoma,1,0.074,rare_value_review,1,anaplastic carcinoma,anaplastic carcinoma,anaplastic carcinoma
canonical_patient_master,syn_tumor2_histologic_type,other,angiosarcoma of the thyroid,1,0.074,rare_value_review,1,angiosarcoma of the thyroid,angiosarcoma of the thyroid,angiosarcoma of the thyroid
canonical_patient_master,syn_tumor2_histologic_type,other,follicular caricinoma,1,0.074,rare_value_review,1,Follicular caricinoma,follicular caricinoma,Follicular caricinoma
canonical_patient_master,syn_tumor2_histologic_type,other,follicular tumor of uncertain malignant potential with focal high-grade features,1,0.074,leading_trailing_whitespace;repeated_internal_whitespace;rare_value_review,1,Follicular tumor of uncertain malignant potential  with focal high-grade features ,follicular tumor of uncertain malignant potential with focal high-grade features,Follicular tumor of uncertain malignant potential with focal high-grade features
canonical_patient_master,syn_tumor2_histologic_type,other,hürthle cell neoplasm of uncertain malignant potential,1,0.074,rare_value_review,1,HÜRTHLE cell neoplasm of uncertain malignant potential,hürthle cell neoplasm of uncertain malignant potential,HÜRTHLE cell neoplasm of uncertain malignant potential
canonical_patient_master,syn_tumor2_histologic_type,other,insular carcinoma,1,0.074,rare_value_review,1,insular carcinoma,insular carcinoma,insular carcinoma
canonical_patient_master,syn_tumor2_histologic_type,other,"low-risk atypical follicular neoplasm (follicular thyroid neoplasm of uncertain malignant potential, ft-ump)",1,0.074,rare_value_review,1,"Low-risk atypical follicular neoplasm (follicular thyroid neoplasm of uncertain malignant potential, FT-UMP)","low-risk atypical follicular neoplasm (follicular thyroid neoplasm of uncertain malignant potential, ft-ump)","Low-risk atypical follicular neoplasm (follicular thyroid neoplasm of uncertain malignant potential, FT-UMP)"
canonical_patient_master,syn_tumor2_histologic_type,other,medullary,1,0.074,rare_value_review,1,medullary,medullary,medullary
canonical_patient_master,syn_tumor2_histologic_type,other,medullary carcinoma,1,0.074,rare_value_review,1,medullary carcinoma,medullary carcinoma,medullary carcinoma
canonical_patient_master,syn_tumor2_histologic_type,other,metastatic insular carcinoma,1,0.074,rare_value_review,1,metastatic insular carcinoma,metastatic insular carcinoma,metastatic insular carcinoma
canonical_patient_master,syn_tumor2_histologic_type,other,metastatic mtc,1,0.074,rare_value_review,1,metastatic MTC,metastatic mtc,metastatic MTC
canonical_patient_master,syn_tumor2_histologic_type,other,metastatic ptc classical,1,0.074,rare_value_review,1,metastatic PTC classical,metastatic ptc classical,metastatic PTC classical
canonical_patient_master,syn_tumor2_histologic_type,other,metastatic ptc classical?,1,0.074,rare_value_review,1,metastatic PTC classical?,metastatic ptc classical?,metastatic PTC classical?
canonical_patient_master,syn_tumor2_histologic_type,other,oncocytic follicular tumor of uncertain malignant potential,1,0.074,leading_trailing_whitespace;rare_value_review,1,Oncocytic follicular tumor of uncertain malignant potential ,oncocytic follicular tumor of uncertain malignant potential,Oncocytic follicular tumor of uncertain malignant potential
canonical_patient_master,syn_tumor2_histologic_type,other,ptc follicular variant microcarcinoma,1,0.074,rare_value_review,1,PTC follicular variant microcarcinoma,ptc follicular variant microcarcinoma,PTC follicular variant microcarcinoma
