detail_table_name,feed_col,resolves_bool,auto_repaired_bool,repair_mode,repair_source_name
build_pipeline,lnus_impression_last,True,False,,lnus_impression_last
build_pipeline,lnus_indication_first,True,False,,lnus_indication_first
build_pipeline,lnus_last_date,True,False,,lnus_last_date
build_pipeline,lnus_last_days_from_surg,True,False,,lnus_last_days_from_surg
build_pipeline,lnus_n_exams,True,False,,lnus_n_exams
build_pipeline,lnus_normal_ln_any,True,False,,lnus_normal_ln_any
build_pipeline,lnus_source,True,False,,lnus_source
build_pipeline,macis_calculable_flag,True,False,,macis_calculable_flag
build_pipeline,macis_missing_components,True,False,,macis_missing_components
build_pipeline,macis_risk_group,True,False,,macis_risk_group
build_pipeline,macis_score,True,False,,macis_score
build_pipeline,microscopic_ete_t3b_corrected,True,False,,microscopic_ete_t3b_corrected
build_pipeline,n_molecular_tests_v7,False,False,,
build_pipeline,n_surgeries_source,True,False,,n_surgeries_source
build_pipeline,n_surgeries_v2,True,False,,n_surgeries_v2
build_pipeline,n_tg_measurements_structured,True,False,,n_tg_measurements_structured
build_pipeline,n_tumors_v10,True,False,,n_tumors_v10
build_pipeline,n_us_with_ln_assessment,True,False,,n_us_with_ln_assessment
build_pipeline,para_abnormality_type,True,False,,para_abnormality_type
build_pipeline,para_has_pathologic_glands,True,False,,para_has_pathologic_glands
build_pipeline,para_incidental_status_refined,True,False,,para_incidental_status_refined
build_pipeline,para_max_cellularity_pct,True,False,,para_max_cellularity_pct
build_pipeline,para_max_gland_weight_g,True,False,,para_max_gland_weight_g
build_pipeline,para_min_cellularity_pct,True,False,,para_min_cellularity_pct
build_pipeline,para_n_glands_biopsied,True,False,,para_n_glands_biopsied
build_pipeline,para_n_glands_excised,True,False,,para_n_glands_excised
build_pipeline,para_n_glands_identified,True,False,,para_n_glands_identified
build_pipeline,para_removal_intent,True,False,,para_removal_intent
build_pipeline,para_source_script,True,False,,para_source_script
build_pipeline,para_source_workbook,True,False,,para_source_workbook
build_pipeline,pet_distant_met_sites,True,False,,pet_distant_met_sites
build_pipeline,pet_distant_mets_ever,True,False,,pet_distant_mets_ever
build_pipeline,pet_fdg_avid_cervical_ln_ever,True,False,,pet_fdg_avid_cervical_ln_ever
build_pipeline,pet_fdg_avid_thyroid_bed_ever,True,False,,pet_fdg_avid_thyroid_bed_ever
build_pipeline,pet_first_date,True,False,,pet_first_date
build_pipeline,pet_has_data,True,False,,pet_has_data
build_pipeline,pet_impression_last,True,False,,pet_impression_last
build_pipeline,pet_indication_first,True,False,,pet_indication_first
build_pipeline,pet_last_date,True,False,,pet_last_date
build_pipeline,pet_n_exams,True,False,,pet_n_exams
build_pipeline,pet_other_exam_type,True,False,,pet_other_exam_type
build_pipeline,pet_other_extraction_method,True,False,,pet_other_extraction_method
build_pipeline,pet_other_first_date,True,False,,pet_other_first_date
build_pipeline,pet_other_first_days_from_surg,True,False,,pet_other_first_days_from_surg
build_pipeline,pet_other_indication_first,True,False,,pet_other_indication_first
build_pipeline,pet_other_last_date,True,False,,pet_other_last_date
build_pipeline,pet_other_last_days_from_surg,True,False,,pet_other_last_days_from_surg
build_pipeline,pet_other_mentions_metastasis,True,False,,pet_other_mentions_metastasis
build_pipeline,pet_other_n_exams,True,False,,pet_other_n_exams
build_pipeline,pet_other_ned_statement,True,False,,pet_other_ned_statement
build_pipeline,pet_overall_worst,True,False,,pet_overall_worst
build_pipeline,pet_radiotracer_primary,True,False,,pet_radiotracer_primary
build_pipeline,pet_suv_max_cervical_ln,True,False,,pet_suv_max_cervical_ln
build_pipeline,pet_suv_max_thyroid_bed,True,False,,pet_suv_max_thyroid_bed
build_pipeline,post_rai_tg_count,True,False,,post_rai_tg_count
build_pipeline,preop_imaging_size_cm,True,False,,preop_imaging_size_cm
build_pipeline,prm_ete_imaging_path_concordance,True,False,,prm_ete_imaging_path_concordance
build_pipeline,prm_ete_path_confirmed,True,False,,prm_ete_path_confirmed
build_pipeline,prm_ete_rule_applied,True,False,,prm_ete_rule_applied
build_pipeline,prm_first_fna_date,True,False,,prm_first_fna_date
build_pipeline,prm_first_fna_days_from_surg,True,False,,prm_first_fna_days_from_surg
build_pipeline,prm_fna_n_sources,True,False,,prm_fna_n_sources
build_pipeline,prm_fna_source_tables,True,False,,prm_fna_source_tables
build_pipeline,prm_followup_clinical_events,True,False,,prm_followup_clinical_events
build_pipeline,prm_followup_has_complications,True,False,,prm_followup_has_complications
build_pipeline,prm_followup_tg_labs,True,False,,prm_followup_tg_labs
build_pipeline,prm_high_risk_marker_any,True,False,,prm_high_risk_marker_any
build_pipeline,prm_hypocalcemia_lab_flag,True,False,,prm_hypocalcemia_lab_flag
build_pipeline,prm_hypoparathyroidism_lab_flag,True,False,,prm_hypoparathyroidism_lab_flag
build_pipeline,prm_imaging_data_completeness,True,False,,prm_imaging_data_completeness
build_pipeline,prm_last_fna_date,True,False,,prm_last_fna_date
build_pipeline,prm_last_fna_days_from_surg,True,False,,prm_last_fna_days_from_surg
build_pipeline,prm_margin_confidence,True,False,,prm_margin_confidence
build_pipeline,prm_margin_source,True,False,,prm_margin_source
build_pipeline,prm_margin_with_gross_ete,True,False,,prm_margin_with_gross_ete
build_pipeline,prm_molecular_risk_category,True,False,,prm_molecular_risk_category
build_pipeline,prm_n_recurrence_sources,True,False,,prm_n_recurrence_sources
build_pipeline,prm_recurrence_detection_category,True,False,,prm_recurrence_detection_category
build_pipeline,prm_rln_worst_grade,True,False,,prm_rln_worst_grade
build_pipeline,prm_size_concordance,True,False,,prm_size_concordance
build_pipeline,prm_structural_disease_flag,True,False,,prm_structural_disease_flag
build_pipeline,prm_tg_adequate_followup,True,False,,prm_tg_adequate_followup
build_pipeline,provenance_confidence,True,False,,provenance_confidence
build_pipeline,provenance_note,True,False,,provenance_note
build_pipeline,resolved_days_from_surg,True,False,,resolved_days_from_surg
build_pipeline,ret_positive_v7_inferred_negative,True,False,,ret_positive_v7_inferred_negative
build_pipeline,second_surgery_date,True,False,,second_surgery_date
build_pipeline,second_surgery_date_v2,True,False,,second_surgery_date_v2
build_pipeline,second_surgery_days_from_surg,True,False,,second_surgery_days_from_surg
build_pipeline,source_script,True,False,,source_script
build_pipeline,source_table,True,False,,source_table
build_pipeline,stage_discordance_note,True,False,,stage_discordance_note
build_pipeline,stage_migration_7_to_8,True,False,,stage_migration_7_to_8
build_pipeline,third_surgery_date,True,False,,third_surgery_date
build_pipeline,third_surgery_date_v2,True,False,,third_surgery_date_v2
build_pipeline,third_surgery_days_from_surg,True,False,,third_surgery_days_from_surg
build_pipeline,total_ln_positive_v10,True,False,,total_ln_positive_v10
build_pipeline,vessel_count,True,False,,vessel_count
build_pipeline,voice_data_confidence,True,False,,voice_data_confidence
build_pipeline,voice_followup_completeness,True,False,,voice_followup_completeness
build_pipeline,voice_outcome_category,True,False,,voice_outcome_category
build_pipeline,weight_kg_note,True,False,,weight_kg_note
build_pipeline,worst_bethesda_source,True,False,,worst_bethesda_source
build_pipeline,worst_ete_v10,True,False,,worst_ete_v10
