column_name,data_type,domain,ordinal_position
age_at_surgery,BIGINT,Core/Other,1
ages_calculable_flag,BOOLEAN,Core/Other,2
ages_score,DOUBLE,Core/Other,3
aggressive_variant_flag,BOOLEAN,Core/Other,4
ajcc8_calculable_flag,BOOLEAN,Core/Other,5
ajcc8_m_stage,VARCHAR,Core/Other,6
ajcc8_missing_components,VARCHAR,Core/Other,7
ajcc8_n_stage,VARCHAR,Core/Other,8
ajcc8_stage_calculable_flag,BOOLEAN,Core/Other,9
ajcc8_stage_group,VARCHAR,Core/Other,10
ajcc8_t_stage,VARCHAR,Core/Other,11
ajcc8_t_stage_calculable_flag,BOOLEAN,Core/Other,12
alk_positive_v7,BOOLEAN,Core/Other,13
ames_calculable_flag,BOOLEAN,Core/Other,14
ames_risk,VARCHAR,Core/Other,15
ames_risk_group,VARCHAR,Core/Other,16
analysis_eligible_flag,BOOLEAN,Core/Other,17
anti_tg_nadir,DOUBLE,Core/Other,18
anti_tg_rising_flag,BOOLEAN,Core/Other,19
any_analysis_eligible_complication,BOOLEAN,Core/Other,20
any_confirmed_complication,BOOLEAN,Core/Other,21
any_confirmed_complication_flag,BOOLEAN,Core/Other,22
any_fusion_positive,BOOLEAN,Core/Other,23
any_recurrence_flag,BOOLEAN,Core/Other,24
ata_calculable_flag,BOOLEAN,Core/Other,25
ata_initial_risk,VARCHAR,Core/Other,26
ata_response_calculable_flag,BOOLEAN,Core/Other,27
ata_response_category,VARCHAR,Core/Other,28
ata_response_is_provisional,BOOLEAN,Core/Other,29
ata_risk_calculable_flag,BOOLEAN,Core/Other,30
ata_risk_category,VARCHAR,Core/Other,31
best_ene_grade,VARCHAR,Core/Other,32
bethesda_2010,BIGINT,Core/Other,33
bethesda_2015,BIGINT,Core/Other,34
bethesda_2023,BIGINT,Core/Other,35
bethesda_category,VARCHAR,Core/Other,36
bethesda_confidence,DOUBLE,Core/Other,37
bethesda_final,BIGINT,Core/Other,38
bethesda_final_name,VARCHAR,Core/Other,39
bethesda_num,DOUBLE,Core/Other,40
bethesda_source,VARCHAR,Core/Other,41
bilateral_disease_flag,BOOLEAN,Core/Other,42
biochemical_recurrence_flag,BOOLEAN,Core/Other,43
biochemical_tg_at_recurrence,DOUBLE,Core/Other,44
biochemical_tg_nadir_after_surgery,DOUBLE,Core/Other,45
bmi_combined,DOUBLE,Core/Other,46
bmi_note_extracted,DOUBLE,Core/Other,47
bmi_note_source,VARCHAR,Core/Other,48
bmi_source,VARCHAR,Core/Other,49
braf_detection_method,VARCHAR,Core/Other,50
braf_detection_method_v11,VARCHAR,Core/Other,51
braf_positive,BOOLEAN,Core/Other,52
braf_positive_final,BOOLEAN,Core/Other,53
braf_positive_v7,BOOLEAN,Core/Other,54
braf_recovered_status_v11,VARCHAR,Core/Other,55
braf_recovered_variant_v11,VARCHAR,Core/Other,56
braf_source,VARCHAR,Core/Other,57
braf_status_v7,VARCHAR,Core/Other,58
braf_variant,VARCHAR,Core/Other,59
calcium_nadir,DOUBLE,Core/Other,60
calcium_nadir_30d,DOUBLE,Core/Other,61
calcium_nadir_days_postop,INTEGER,Core/Other,62
calcium_supplement_required,BOOLEAN,Core/Other,63
capsular_invasion_refined,VARCHAR,Core/Other,64
capsular_invasion_v6,VARCHAR,Core/Other,65
chyle_leak_status,VARCHAR,Core/Other,66
closest_margin_mm,DOUBLE,Core/Other,67
comp_chyle_leak_confirmed,BOOLEAN,Complications,68
comp_chyle_leak_days_postop,BIGINT,Complications,69
comp_chyle_leak_evidence_tier,INTEGER,Complications,70
comp_chyle_leak_permanent,BOOLEAN,Complications,71
comp_chyle_leak_suspected,BOOLEAN,Complications,72
comp_chyle_leak_timing_window,VARCHAR,Complications,73
comp_chyle_leak_transient,BOOLEAN,Complications,74
comp_chyle_leak_treatment_req,BOOLEAN,Complications,75
comp_hematoma_confirmed,BOOLEAN,Complications,76
comp_hematoma_days_postop,BIGINT,Complications,77
comp_hematoma_evidence_tier,INTEGER,Complications,78
comp_hematoma_permanent,BOOLEAN,Complications,79
comp_hematoma_suspected,BOOLEAN,Complications,80
comp_hematoma_timing_window,VARCHAR,Complications,81
comp_hematoma_transient,BOOLEAN,Complications,82
comp_hematoma_treatment_req,BOOLEAN,Complications,83
comp_hypocalcemia_confirmed,BOOLEAN,Complications,84
comp_hypocalcemia_days_postop,BIGINT,Complications,85
comp_hypocalcemia_evidence_tier,INTEGER,Complications,86
comp_hypocalcemia_permanent,BOOLEAN,Complications,87
comp_hypocalcemia_suspected,BOOLEAN,Complications,88
comp_hypocalcemia_timing_window,VARCHAR,Complications,89
comp_hypocalcemia_transient,BOOLEAN,Complications,90
comp_hypocalcemia_treatment_req,BOOLEAN,Complications,91
comp_hypoparathyroidism_confirmed,BOOLEAN,Complications,92
comp_hypoparathyroidism_days_postop,BIGINT,Complications,93
comp_hypoparathyroidism_evidence_tier,INTEGER,Complications,94
comp_hypoparathyroidism_permanent,BOOLEAN,Complications,95
comp_hypoparathyroidism_suspected,BOOLEAN,Complications,96
comp_hypoparathyroidism_timing_window,VARCHAR,Complications,97
comp_hypoparathyroidism_transient,BOOLEAN,Complications,98
comp_hypoparathyroidism_treatment_req,BOOLEAN,Complications,99
comp_rln_injury_confirmed,BOOLEAN,Complications,100
comp_rln_injury_days_postop,BIGINT,Complications,101
comp_rln_injury_evidence_tier,INTEGER,Complications,102
comp_rln_injury_permanent,BOOLEAN,Complications,103
comp_rln_injury_suspected,BOOLEAN,Complications,104
comp_rln_injury_timing_window,VARCHAR,Complications,105
comp_rln_injury_transient,BOOLEAN,Complications,106
comp_rln_injury_treatment_req,BOOLEAN,Complications,107
comp_seroma_confirmed,BOOLEAN,Complications,108
comp_seroma_days_postop,BIGINT,Complications,109
comp_seroma_evidence_tier,INTEGER,Complications,110
comp_seroma_permanent,BOOLEAN,Complications,111
comp_seroma_suspected,BOOLEAN,Complications,112
comp_seroma_timing_window,VARCHAR,Complications,113
comp_seroma_transient,BOOLEAN,Complications,114
comp_seroma_treatment_req,BOOLEAN,Complications,115
comp_vc_paralysis_confirmed,BOOLEAN,Complications,116
comp_vc_paralysis_days_postop,BIGINT,Complications,117
comp_vc_paralysis_evidence_tier,INTEGER,Complications,118
comp_vc_paralysis_permanent,BOOLEAN,Complications,119
comp_vc_paralysis_suspected,BOOLEAN,Complications,120
comp_vc_paralysis_timing_window,VARCHAR,Complications,121
comp_vc_paralysis_transient,BOOLEAN,Complications,122
comp_vc_paralysis_treatment_req,BOOLEAN,Complications,123
comp_vc_paresis_confirmed,BOOLEAN,Complications,124
comp_vc_paresis_days_postop,BIGINT,Complications,125
comp_vc_paresis_evidence_tier,INTEGER,Complications,126
comp_vc_paresis_permanent,BOOLEAN,Complications,127
comp_vc_paresis_suspected,BOOLEAN,Complications,128
comp_vc_paresis_timing_window,VARCHAR,Complications,129
comp_vc_paresis_transient,BOOLEAN,Complications,130
comp_vc_paresis_treatment_req,BOOLEAN,Complications,131
comp_voice_permanence_noted,BOOLEAN,Complications,132
comp_voice_resolution_noted,BOOLEAN,Complications,133
comp_wound_infection_confirmed,BOOLEAN,Complications,134
comp_wound_infection_days_postop,BIGINT,Complications,135
comp_wound_infection_evidence_tier,INTEGER,Complications,136
comp_wound_infection_permanent,BOOLEAN,Complications,137
comp_wound_infection_suspected,BOOLEAN,Complications,138
comp_wound_infection_timing_window,VARCHAR,Complications,139
comp_wound_infection_transient,BOOLEAN,Complications,140
comp_wound_infection_treatment_req,BOOLEAN,Complications,141
completion_braf_positive,BOOLEAN,Complications,142
completion_histology_type,VARCHAR,Complications,143
completion_prior_histology,VARCHAR,Complications,144
completion_reason,VARCHAR,Complications,145
completion_reason_confidence,DOUBLE,Complications,146
completion_t_stage,VARCHAR,Complications,147
completion_tert_positive,BOOLEAN,Complications,148
confirmed_rai_episodes,BIGINT,Core/Other,149
cross_fna_concordance,VARCHAR,Core/Other,150
ct_goiter_present_any,BOOLEAN,CT Imaging,151
ct_largest_ln_short_axis_mm,DOUBLE,CT Imaging,152
ct_ln_enlarged_any,BOOLEAN,CT Imaging,153
ct_ln_suspicious_any,BOOLEAN,CT Imaging,154
ct_n_exams,BIGINT,CT Imaging,155
ct_substernal_extension_any,BOOLEAN,CT Imaging,156
ct_tracheal_deviation_any,BOOLEAN,CT Imaging,157
ct_tracheal_narrowing_any,BOOLEAN,CT Imaging,158
date_traceability_status,VARCHAR,Core/Other,159
days_first_to_last_tg,BIGINT,Core/Other,160
days_to_first_laryngoscopy,BIGINT,Core/Other,161
days_to_last_laryngoscopy,BIGINT,Core/Other,162
demo_confidence,INTEGER,Core/Other,163
demo_source,VARCHAR,Core/Other,164
diagnosis_confidence,VARCHAR,Core/Other,165
diagnosis_full,VARCHAR,Core/Other,166
diagnosis_primary,VARCHAR,Core/Other,167
diagnosis_variant,VARCHAR,Core/Other,168
distant_mets_proxy,BOOLEAN,Core/Other,169
dominant_nodule_size_cm,DOUBLE,Core/Other,170
earliest_complication_days,BIGINT,Core/Other,171
eif1ax_positive,BOOLEAN,Core/Other,172
ene_ct,VARCHAR,Core/Other,173
ene_deposit_cm,DOUBLE,Core/Other,174
ene_grade_v9,VARCHAR,Core/Other,175
ene_levels_v9,VARCHAR,Core/Other,176
ene_n_sources,BIGINT,Core/Other,177
ene_op_intraop,VARCHAR,Core/Other,178
ene_path_ct_concordance,VARCHAR,Core/Other,179
ene_path_levels,VARCHAR,Core/Other,180
ene_path_nlp,VARCHAR,Core/Other,181
ene_path_synoptic,VARCHAR,Core/Other,182
ene_pet,VARCHAR,Core/Other,183
ene_positive,BOOLEAN,Core/Other,184
ene_rai_scan,VARCHAR,Core/Other,185
ene_record_count_v9,BIGINT,Core/Other,186
ene_us,VARCHAR,Core/Other,187
ete_grade,VARCHAR,ETE,188
ete_grade_source,VARCHAR,ETE,189
ete_op_note_confidence,VARCHAR,ETE,190
ete_op_note_grade,VARCHAR,ETE,191
ete_original_grade,VARCHAR,ETE,192
ete_original_source,VARCHAR,ETE,193
ete_refined_grade,VARCHAR,ETE,194
ete_subgrade_method,VARCHAR,ETE,195
ete_subgrade_note,VARCHAR,ETE,196
first_recurrence_date,TIMESTAMP,Core/Other,197
first_surgery_date,TIMESTAMP,Core/Other,198
first_tg_date,DATE,Core/Other,199
fna_bethesda_confidence,DOUBLE,Core/Other,200
fna_bethesda_source,VARCHAR,Core/Other,201
fna_confidence,DOUBLE,Core/Other,202
fna_path_concordance_category,VARCHAR,Core/Other,203
fna_path_concordant,BOOLEAN,Core/Other,204
fna_path_outcome,VARCHAR,Core/Other,205
followup_category,VARCHAR,Core/Other,206
followup_completeness_score,INTEGER,Core/Other,207
followup_days,BIGINT,Core/Other,208
followup_years,DOUBLE,Core/Other,209
gland_weight_combined_g,DOUBLE,Core/Other,210
gland_weight_final_g,DOUBLE,Core/Other,211
gland_weight_isthmus_g,DOUBLE,Core/Other,212
gland_weight_left_lobe_g,DOUBLE,Core/Other,213
gland_weight_right_lobe_g,DOUBLE,Core/Other,214
gland_weight_source,VARCHAR,Core/Other,215
gland_weight_total_reported_g,DOUBLE,Core/Other,216
gm_lab_completeness_score,INTEGER,Core/Other,217
gm_macis_calculable_flag,BOOLEAN,Core/Other,218
gm_path_ene_raw,VARCHAR,Core/Other,219
gm_path_ete_raw,VARCHAR,Core/Other,220
gm_path_lvi_raw,VARCHAR,Core/Other,221
gm_path_m_stage_raw,VARCHAR,Core/Other,222
gm_path_pni_raw,VARCHAR,Core/Other,223
gm_path_stage_raw,VARCHAR,Core/Other,224
gm_path_vascular_inv_raw,VARCHAR,Core/Other,225
gm_provenance_confidence,INTEGER,Core/Other,226
gm_rai_date_confidence,VARCHAR,Core/Other,227
gm_rai_date_source,VARCHAR,Core/Other,228
gm_recurrence_date_source,VARCHAR,Core/Other,229
gm_recurrence_site_primary,VARCHAR,Core/Other,230
gm_recurrence_source,VARCHAR,Core/Other,231
gm_recurrence_type_primary,VARCHAR,Core/Other,232
gm_tg_below_threshold_ever,BOOLEAN,Core/Other,233
gross_ete_flag,BOOLEAN,Core/Other,234
has_low_calcium_flag,BOOLEAN,Core/Other,235
has_low_pth_flag,BOOLEAN,Core/Other,236
has_suspicious_candidate,BOOLEAN,Core/Other,237
has_voice_data,BOOLEAN,Core/Other,238
hematoma_status,VARCHAR,Core/Other,239
high_risk_molecular_v7,BOOLEAN,Core/Other,240
histology_final,VARCHAR,Core/Other,241
histology_source,VARCHAR,Core/Other,242
hras_positive_v11,BOOLEAN,Core/Other,243
hypocalcemia_status,VARCHAR,Core/Other,244
hypoparathyroidism_status,VARCHAR,Core/Other,245
ihc_braf_confidence_v13,DOUBLE,Core/Other,246
ihc_braf_note_type_v13,VARCHAR,Core/Other,247
ihc_braf_result_v13,VARCHAR,Core/Other,248
imaging_ln_abnormal,BOOLEAN,Core/Other,249
imaging_n_nodule_records,BIGINT,Core/Other,250
imaging_nodule_size_cm_v11,DOUBLE,Core/Other,251
imaging_suspicious_unconfirmed,BOOLEAN,Core/Other,252
imaging_tirads_source,VARCHAR,Core/Other,253
is_malignant,BOOLEAN,Core/Other,254
kras_positive_v11,BOOLEAN,Core/Other,255
last_contact_date,TIMESTAMP,Core/Other,256
last_contact_source,VARCHAR,Core/Other,257
last_tg_date,DATE,Core/Other,258
lateral_detection_method,VARCHAR,Core/Other,259
lateral_levels_v10,VARCHAR,Core/Other,260
lateral_neck_dissected_v10,BOOLEAN,Core/Other,261
lateral_side_v10,VARCHAR,Core/Other,262
lateral_source_v10,VARCHAR,Core/Other,263
laterality,VARCHAR,Core/Other,264
ln_burden_band,VARCHAR,LN Pathology,265
ln_ene_status,VARCHAR,LN Pathology,266
ln_lateral_dissected,BOOLEAN,LN Pathology,267
ln_level_i_examined,BIGINT,LN Pathology,268
ln_level_i_positive,BIGINT,LN Pathology,269
ln_level_ii_examined,BIGINT,LN Pathology,270
ln_level_ii_positive,BIGINT,LN Pathology,271
ln_level_iii_examined,BIGINT,LN Pathology,272
ln_level_iii_positive,BIGINT,LN Pathology,273
ln_level_iv_examined,BIGINT,LN Pathology,274
ln_level_iv_positive,BIGINT,LN Pathology,275
ln_level_v_examined,BIGINT,LN Pathology,276
ln_level_v_positive,BIGINT,LN Pathology,277
ln_level_vi_examined,BIGINT,LN Pathology,278
ln_level_vi_positive,BIGINT,LN Pathology,279
ln_level_vii_examined,BIGINT,LN Pathology,280
ln_level_vii_positive,BIGINT,LN Pathology,281
ln_mets_atc,BOOLEAN,LN Pathology,282
ln_mets_ene_count,BOOLEAN,LN Pathology,283
ln_mets_ftc,BOOLEAN,LN Pathology,284
ln_mets_hurthle,BOOLEAN,LN Pathology,285
ln_mets_micrometastasis,BOOLEAN,LN Pathology,286
ln_mets_mtc,BOOLEAN,LN Pathology,287
ln_mets_pdtc,BOOLEAN,LN Pathology,288
ln_mets_ptc,BOOLEAN,LN Pathology,289
ln_positive_flag,INTEGER,LN Pathology,290
ln_ratio,DOUBLE,LN Pathology,291
ln_rollup_any_positive,BOOLEAN,LN Pathology,292
ln_rollup_bilateral_lateral_examined,BIGINT,LN Pathology,293
ln_rollup_bilateral_lateral_positive,BIGINT,LN Pathology,294
ln_rollup_central_examined,BIGINT,LN Pathology,295
ln_rollup_central_positive,BIGINT,LN Pathology,296
ln_rollup_crossval_status,VARCHAR,LN Pathology,297
ln_rollup_ene,BIGINT,LN Pathology,298
ln_rollup_has_per_level_data,BOOLEAN,LN Pathology,299
ln_rollup_internal_consistency,VARCHAR,LN Pathology,300
ln_rollup_largest_deposit_cm,DOUBLE,LN Pathology,301
ln_rollup_lateral_left_examined,BIGINT,LN Pathology,302
ln_rollup_lateral_left_positive,BIGINT,LN Pathology,303
ln_rollup_lateral_right_examined,BIGINT,LN Pathology,304
ln_rollup_lateral_right_positive,BIGINT,LN Pathology,305
ln_rollup_mets_atc,BOOLEAN,LN Pathology,306
ln_rollup_mets_cystic,BOOLEAN,LN Pathology,307
ln_rollup_mets_ene,BOOLEAN,LN Pathology,308
ln_rollup_mets_ftc,BOOLEAN,LN Pathology,309
ln_rollup_mets_hurthle,BOOLEAN,LN Pathology,310
ln_rollup_mets_micrometastasis,BOOLEAN,LN Pathology,311
ln_rollup_mets_mtc,BOOLEAN,LN Pathology,312
ln_rollup_mets_pdtc,BOOLEAN,LN Pathology,313
ln_rollup_mets_ptc,BOOLEAN,LN Pathology,314
ln_rollup_mets_ptc_variant,VARCHAR,LN Pathology,315
ln_rollup_other_examined,BIGINT,LN Pathology,316
ln_rollup_other_positive,BIGINT,LN Pathology,317
ln_rollup_ratio,DOUBLE,LN Pathology,318
ln_rollup_source,VARCHAR,LN Pathology,319
ln_rollup_total_examined,BIGINT,LN Pathology,320
ln_rollup_total_levels_involved,BIGINT,LN Pathology,321
ln_rollup_total_positive,BIGINT,LN Pathology,322
ln_total_examined,INTEGER,LN Pathology,323
ln_total_positive,INTEGER,LN Pathology,324
longitudinal_assessment_available,BOOLEAN,Core/Other,325
lvi_grade,VARCHAR,Core/Other,326
lvi_grade_final_v13,VARCHAR,Core/Other,327
macis_calculable_flag,BOOLEAN,Core/Other,328
macis_missing_components,VARCHAR,Core/Other,329
macis_risk_group,VARCHAR,Core/Other,330
macis_score,DOUBLE,Core/Other,331
margin_r_class,VARCHAR,Core/Other,332
margin_r_class_v10,VARCHAR,Core/Other,333
margin_r_classification,VARCHAR,Core/Other,334
margin_status,VARCHAR,Core/Other,335
max_stimulated_tg,DOUBLE,Core/Other,336
max_tirads_ever,BIGINT,Core/Other,337
max_tumor_size_cm_v10,DOUBLE,Core/Other,338
med_nlp_calcitriol,BOOLEAN,Core/Other,339
med_nlp_calcitriol_date,DATE,Core/Other,340
med_nlp_calcitriol_n_mentions,BIGINT,Core/Other,341
med_nlp_calcium_supplement,BOOLEAN,Core/Other,342
med_nlp_calcium_supplement_date,DATE,Core/Other,343
med_nlp_calcium_supplement_n_mentions,BIGINT,Core/Other,344
med_nlp_extraction_method,VARCHAR,Core/Other,345
med_nlp_levothyroxine,BOOLEAN,Core/Other,346
med_nlp_levothyroxine_date,DATE,Core/Other,347
med_nlp_levothyroxine_n_mentions,BIGINT,Core/Other,348
med_nlp_n_source_notes,BIGINT,Core/Other,349
med_nlp_note_types,VARCHAR,Core/Other,350
mol_first_test_date,TIMESTAMP,Core/Other,351
mol_genes_list,VARCHAR,Core/Other,352
mol_has_afirma,BOOLEAN,Core/Other,353
mol_has_dicer1,BOOLEAN,Core/Other,354
mol_has_fusion,BOOLEAN,Core/Other,355
mol_has_pik3ca,BOOLEAN,Core/Other,356
mol_has_snv,BOOLEAN,Core/Other,357
mol_has_thyroseq,BOOLEAN,Core/Other,358
mol_has_tshr,BOOLEAN,Core/Other,359
mol_n_distinct_genes,BIGINT,Core/Other,360
mol_n_fusions,BIGINT,Core/Other,361
mol_n_snvs,BIGINT,Core/Other,362
mol_n_tests,BIGINT,Core/Other,363
mol_n_variants_total,BIGINT,Core/Other,364
mol_platform,VARCHAR,Core/Other,365
mol_test_count,BIGINT,Core/Other,366
mol_test_date,TIMESTAMP,Core/Other,367
mol_variant_classes,VARCHAR,Core/Other,368
molecular_data_confidence,VARCHAR,Core/Other,369
molecular_eligible_flag,BOOLEAN,Core/Other,370
molecular_platforms_v7,VARCHAR,Core/Other,371
molecular_risk_calculable_flag,BOOLEAN,Core/Other,372
molecular_risk_tier,VARCHAR,Core/Other,373
molecular_tested_confirmed,BOOLEAN,Core/Other,374
molecular_tested_v7,BOOLEAN,Core/Other,375
mri_contrast_used_any,BOOLEAN,MRI,376
mri_exam_type_first,VARCHAR,MRI,377
mri_first_date,DATE,MRI,378
mri_has_data,BOOLEAN,MRI,379
mri_has_dimensions,BOOLEAN,MRI,380
mri_has_dominant_nodule,BOOLEAN,MRI,381
mri_impression_first,VARCHAR,MRI,382
mri_impression_last,VARCHAR,MRI,383
mri_indication_first,VARCHAR,MRI,384
mri_key_findings_last,VARCHAR,MRI,385
mri_last_date,DATE,MRI,386
mri_ln_mentioned_any,BOOLEAN,MRI,387
mri_mass_effect_any,BOOLEAN,MRI,388
mri_n_exams,BIGINT,MRI,389
mri_pathologic_ln_any,BOOLEAN,MRI,390
mri_recommendation_last,VARCHAR,MRI,391
mri_substernal_any,BOOLEAN,MRI,392
mri_substernal_extension_any,BOOLEAN,MRI,393
mri_thyroid_assessment_worst,VARCHAR,MRI,394
mri_thyroid_enlarged_any,BOOLEAN,MRI,395
mri_thyroid_nodule_any,BOOLEAN,MRI,396
mri_vocal_cords_described,BOOLEAN,MRI,397
mri_vocal_cords_normal,BOOLEAN,MRI,398
multifocal_flag,BOOLEAN,Core/Other,399
n_confirmed_complications,BIGINT,Core/Other,400
n_fna_cytology_records,BIGINT,Core/Other,401
n_fna_episodes,BIGINT,Core/Other,402
n_molecular_tests_v7,BIGINT,Core/Other,403
n_rai_episodes,BIGINT,Core/Other,404
n_tg_measurements_structured,BIGINT,Core/Other,405
n_tgab_measurements,BIGINT,Core/Other,406
n_tumors,INTEGER,Core/Other,407
n_tumors_v10,INTEGER,Core/Other,408
n_us_exams,BIGINT,Core/Other,409
n_us_nodules_total,BIGINT,Core/Other,410
n_us_with_ln_assessment,BIGINT,Core/Other,411
nlp_airway_has_data,BOOLEAN,NLP Entities,412
nlp_airway_key_finding,VARCHAR,NLP Entities,413
nlp_airway_n_entities,BIGINT,NLP Entities,414
nlp_airway_n_notes,BIGINT,NLP Entities,415
nlp_dynrisk_has_data,BOOLEAN,NLP Entities,416
nlp_dynrisk_key_finding,VARCHAR,NLP Entities,417
nlp_dynrisk_n_entities,BIGINT,NLP Entities,418
nlp_dynrisk_n_notes,BIGINT,NLP Entities,419
nlp_frozensec_has_data,BOOLEAN,NLP Entities,420
nlp_frozensec_key_finding,VARCHAR,NLP Entities,421
nlp_frozensec_n_entities,BIGINT,NLP Entities,422
nlp_frozensec_n_notes,BIGINT,NLP Entities,423
nlp_funcoutcome_has_data,BOOLEAN,NLP Entities,424
nlp_funcoutcome_key_finding,VARCHAR,NLP Entities,425
nlp_funcoutcome_n_entities,BIGINT,NLP Entities,426
nlp_funcoutcome_n_notes,BIGINT,NLP Entities,427
nlp_imaging_has_data,BOOLEAN,NLP Entities,428
nlp_imaging_key_finding,VARCHAR,NLP Entities,429
nlp_imaging_n_entities,BIGINT,NLP Entities,430
nlp_imaging_n_notes,BIGINT,NLP Entities,431
nlp_labs_has_data,BOOLEAN,NLP Entities,432
nlp_labs_key_finding,VARCHAR,NLP Entities,433
nlp_labs_n_entities,BIGINT,NLP Entities,434
nlp_labs_n_notes,BIGINT,NLP Entities,435
nlp_ln_has_data,BOOLEAN,NLP Entities,436
nlp_ln_levels_mentioned,VARCHAR,NLP Entities,437
nlp_ln_n_entities,BIGINT,NLP Entities,438
nlp_ln_n_notes,BIGINT,NLP Entities,439
nlp_ln_positive_mentioned,BOOLEAN,NLP Entities,440
nlp_ne_complications_has_data,BOOLEAN,NLP Entities,441
nlp_ne_complications_n_rows,BIGINT,NLP Entities,442
nlp_ne_genetics_has_data,BOOLEAN,NLP Entities,443
nlp_ne_genetics_n_rows,BIGINT,NLP Entities,444
nlp_ne_medications_has_data,BOOLEAN,NLP Entities,445
nlp_ne_medications_n_rows,BIGINT,NLP Entities,446
nlp_ne_operative_has_data,BOOLEAN,NLP Entities,447
nlp_ne_operative_n_rows,BIGINT,NLP Entities,448
nlp_ne_problemlist_has_data,BOOLEAN,NLP Entities,449
nlp_ne_problemlist_n_rows,BIGINT,NLP Entities,450
nlp_ne_procedures_has_data,BOOLEAN,NLP Entities,451
nlp_ne_procedures_n_rows,BIGINT,NLP Entities,452
nlp_ne_staging_has_data,BOOLEAN,NLP Entities,453
nlp_ne_staging_n_rows,BIGINT,NLP Entities,454
nlp_parathyroid_has_data,BOOLEAN,NLP Entities,455
nlp_parathyroid_key_finding,VARCHAR,NLP Entities,456
nlp_parathyroid_n_entities,BIGINT,NLP Entities,457
nlp_parathyroid_n_notes,BIGINT,NLP Entities,458
nlp_path_ete_mentioned,BOOLEAN,NLP Entities,459
nlp_path_has_data,BOOLEAN,NLP Entities,460
nlp_path_histology_mentioned,VARCHAR,NLP Entities,461
nlp_path_ln_positive_mentioned,BOOLEAN,NLP Entities,462
nlp_path_margin_mentioned,BOOLEAN,NLP Entities,463
nlp_path_multifocal_mentioned,BOOLEAN,NLP Entities,464
nlp_path_n_entities,BIGINT,NLP Entities,465
nlp_path_n_notes,BIGINT,NLP Entities,466
nlp_path_vasc_inv_mentioned,BOOLEAN,NLP Entities,467
nlp_physexam_has_data,BOOLEAN,NLP Entities,468
nlp_physexam_key_finding,VARCHAR,NLP Entities,469
nlp_physexam_n_entities,BIGINT,NLP Entities,470
nlp_physexam_n_notes,BIGINT,NLP Entities,471
nlp_pmhx_has_data,BOOLEAN,NLP Entities,472
nlp_pmhx_key_finding,VARCHAR,NLP Entities,473
nlp_pmhx_n_entities,BIGINT,NLP Entities,474
nlp_pmhx_n_notes,BIGINT,NLP Entities,475
nlp_pshx_has_data,BOOLEAN,NLP Entities,476
nlp_pshx_key_finding,VARCHAR,NLP Entities,477
nlp_pshx_n_entities,BIGINT,NLP Entities,478
nlp_pshx_n_notes,BIGINT,NLP Entities,479
nlp_ptdecision_has_data,BOOLEAN,NLP Entities,480
nlp_ptdecision_key_finding,VARCHAR,NLP Entities,481
nlp_ptdecision_n_entities,BIGINT,NLP Entities,482
nlp_ptdecision_n_notes,BIGINT,NLP Entities,483
nlp_radtx_has_data,BOOLEAN,NLP Entities,484
nlp_radtx_key_finding,VARCHAR,NLP Entities,485
nlp_radtx_n_entities,BIGINT,NLP Entities,486
nlp_radtx_n_notes,BIGINT,NLP Entities,487
nlp_raidetail_has_data,BOOLEAN,NLP Entities,488
nlp_raidetail_key_finding,VARCHAR,NLP Entities,489
nlp_raidetail_n_entities,BIGINT,NLP Entities,490
nlp_raidetail_n_notes,BIGINT,NLP Entities,491
nlp_rec_any_mentioned,BOOLEAN,NLP Entities,492
nlp_rec_confidence_tier,VARCHAR,NLP Entities,493
nlp_rec_disease_free_mentioned,BOOLEAN,NLP Entities,494
nlp_rec_earliest_date,DATE,NLP Entities,495
nlp_rec_has_data,BOOLEAN,NLP Entities,496
nlp_rec_n_entities,BIGINT,NLP Entities,497
nlp_rec_type_worst,VARCHAR,NLP Entities,498
nlp_survfu_has_data,BOOLEAN,NLP Entities,499
nlp_survfu_key_finding,VARCHAR,NLP Entities,500
nlp_survfu_n_entities,BIGINT,NLP Entities,501
nlp_survfu_n_notes,BIGINT,NLP Entities,502
nlp_symptoms_has_data,BOOLEAN,NLP Entities,503
nlp_symptoms_key_finding,VARCHAR,NLP Entities,504
nlp_symptoms_n_entities,BIGINT,NLP Entities,505
nlp_symptoms_n_notes,BIGINT,NLP Entities,506
nlp_synoptic_has_data,BOOLEAN,NLP Entities,507
nlp_synoptic_key_finding,VARCHAR,NLP Entities,508
nlp_synoptic_n_entities,BIGINT,NLP Entities,509
nlp_synoptic_n_notes,BIGINT,NLP Entities,510
nlp_tg_has_data,BOOLEAN,NLP Entities,511
nlp_tg_n_entities,BIGINT,NLP Entities,512
nlp_tg_rising_mentioned,BOOLEAN,NLP Entities,513
nlp_tg_undetectable_mentioned,BOOLEAN,NLP Entities,514
nlp_tirads_has_component_detail,BOOLEAN,NLP Entities,515
nlp_tirads_has_data,BOOLEAN,NLP Entities,516
nlp_tirads_max_category,VARCHAR,NLP Entities,517
nlp_tirads_n_entities,BIGINT,NLP Entities,518
nlp_tirads_n_notes,BIGINT,NLP Entities,519
nlp_usnodule_has_data,BOOLEAN,NLP Entities,520
nlp_usnodule_key_finding,VARCHAR,NLP Entities,521
nlp_usnodule_n_entities,BIGINT,NLP Entities,522
nlp_usnodule_n_notes,BIGINT,NLP Entities,523
