schema,table,n_rows,n_cols
us_legacy_20260421,archived_note_entities_llm_us_nodule_dynamics,11037,23
us_legacy_20260421,archived_tirads_reextraction_queue_v1,4363,7
us_legacy_20260421,archived_tirads_v1_v2_discordance_v1,493,8
us_legacy_20260421,archived_tirads_v2_nodules_raw,11914,50
us_legacy_20260421,canonical_us_exam_master_v1,13347,16
us_legacy_20260421,canonical_us_nodule_characteristics_v1,37016,39
us_legacy_20260421,canonical_us_nodule_master_v1,37016,30
us_legacy_20260421,canonical_us_patient_master_v1,6126,15
us_legacy_20260421,imaging_nodule_master_v1,37016,25
us_legacy_20260421,serial_imaging_us,4162,6
us_legacy_20260421,tirads_granular_parsed_v1,181,13
us_legacy_20260421,tirads_llm_extracted_v2,5636,26
us_legacy_20260421,us_nodule_dynamics_parsed_v1,49,9
verify_legacy_20260422,concordance_master_v1,2,15
verify_legacy_20260422,verify_long_v1,13115,10
